GeneSymbol	GeneID	MedianTumor	MedianNormal	Log2FoldChange	adjp
HRASLS2	ENSG00000133328.3	4.250	1.340	1.166	1.23e-31
MYH11	ENSG00000133392.16	8.910	115.671	-3.557	1.85e-168
PDZD2	ENSG00000133401.15	3.260	10.080	-1.379	5.86e-104
GIMAP6	ENSG00000133561.15	7.390	20.609	-1.365	4.33e-93
ZNF767P	ENSG00000133624.13	4.810	11.480	-1.103	1.03e-92
TMEM254	ENSG00000133678.13	52.811	20.220	1.342	2.67e-118
TMTC1	ENSG00000133687.15	2.480	16.030	-2.291	3.25e-140
LRRCC1	ENSG00000133739.15	12.420	5.380	1.073	1.48e-65
LYVE1	ENSG00000133800.8	0.930	40.599	-4.430	0.00e+0
MICAL2	ENSG00000133816.13	21.891	6.830	1.548	6.42e-97
TTC9	ENSG00000133985.2	8.830	2.930	1.323	9.10e-86
MEIS2	ENSG00000134138.19	3.280	13.670	-1.777	2.56e-155
GSTM5	ENSG00000134201.10	1.730	15.990	-2.638	3.86e-153
VAV3	ENSG00000134215.15	63.399	16.460	1.883	1.30e-61
PSRC1	ENSG00000134222.16	7.620	2.680	1.228	3.63e-121
HMGCS2	ENSG00000134240.11	2.030	7.220	-1.440	2.24e-3
WNT2B	ENSG00000134245.17	0.520	2.100	-1.028	3.62e-155
NGF	ENSG00000134259.3	0.540	2.180	-1.046	6.62e-113
TMEM106C	ENSG00000134291.11	93.590	45.911	1.012	1.88e-86
RSAD2	ENSG00000134321.11	8.920	2.830	1.373	7.13e-52
LPIN1	ENSG00000134324.11	6.880	22.371	-1.568	8.98e-134
SAA2	ENSG00000134339.8	9.740	133.213	-3.643	2.83e-112
TIMM17A	ENSG00000134375.10	62.201	28.699	1.090	1.30e-159
GRP	ENSG00000134443.9	6.040	0.390	2.341	1.79e-36
IL15RA	ENSG00000134470.19	8.760	21.869	-1.228	7.02e-91
TMEM241	ENSG00000134490.13	19.569	7.500	1.275	2.46e-108
SOX5	ENSG00000134532.15	0.450	2.240	-1.160	3.35e-107
SPX	ENSG00000134548.9	0.160	2.800	-1.712	7.70e-122
PIWIL4	ENSG00000134627.11	0.860	2.730	-1.004	1.76e-108
HOOK1	ENSG00000134709.10	10.760	4.590	1.073	2.82e-74
FHOD3	ENSG00000134775.15	3.680	8.390	-1.005	2.21e-35
FADS2	ENSG00000134824.13	40.961	12.180	1.671	2.93e-35
PDGFRA	ENSG00000134853.11	9.620	33.100	-1.683	1.60e-94
KLB	ENSG00000134962.6	0.200	2.250	-1.437	1.72e-153
NREP	ENSG00000134986.13	51.732	15.770	1.653	2.83e-134
GOLM1	ENSG00000135052.16	100.530	28.369	1.790	6.98e-96
FAM189A2	ENSG00000135063.17	4.840	35.740	-2.653	7.62e-124
SDS	ENSG00000135094.10	8.350	1.040	2.196	7.05e-146
OASL	ENSG00000135114.12	6.280	1.380	1.613	2.36e-73
RNFT2	ENSG00000135119.14	3.310	0.780	1.276	4.94e-124
NT5E	ENSG00000135318.11	6.010	13.450	-1.044	1.31e-51
LMO2	ENSG00000135363.11	10.350	25.660	-1.232	2.08e-131
PRRG4	ENSG00000135378.3	8.070	2.590	1.337	1.22e-92
ITGA7	ENSG00000135424.15	3.820	104.792	-4.456	0.00e+0
RDH5	ENSG00000135437.9	2.140	37.400	-3.612	1.54e-286
PPP1R1A	ENSG00000135447.16	4.420	90.071	-4.071	8.48e-172
TROAP	ENSG00000135451.12	12.040	0.940	2.749	3.07e-208
PAN2	ENSG00000135473.14	14.710	48.539	-1.657	8.39e-137
ESPL1	ENSG00000135476.11	3.440	0.520	1.546	1.31e-141
SLC26A10	ENSG00000135502.16	0.590	5.420	-2.014	6.97e-191
MAP7	ENSG00000135525.18	20.930	7.100	1.437	1.75e-111
HEY2	ENSG00000135547.8	2.400	5.910	-1.023	1.38e-30
PKIB	ENSG00000135549.14	36.081	6.450	2.315	1.96e-90
STX11	ENSG00000135604.9	2.030	8.290	-1.616	6.50e-159
FBXL8	ENSG00000135722.8	4.330	10.110	-1.060	2.48e-57
KCNK1	ENSG00000135750.14	15.640	3.830	1.785	2.81e-45
NTPCR	ENSG00000135778.11	68.831	32.810	1.046	4.77e-117
KIAA1614	ENSG00000135835.10	0.910	3.560	-1.255	4.15e-164
LAMC1	ENSG00000135862.5	40.680	87.420	-1.085	6.61e-65
SLC19A3	ENSG00000135917.13	0.530	24.820	-4.077	2.15e-223
THSD1	ENSG00000136114.15	2.310	7.300	-1.326	8.28e-187
SPRY2	ENSG00000136158.10	5.420	51.699	-3.037	1.48e-306
RCBTB2	ENSG00000136161.12	5.240	11.570	-1.010	1.75e-103
LCP1	ENSG00000136167.13	45.711	20.230	1.138	2.25e-39
IL6	ENSG00000136244.11	1.390	11.680	-2.407	1.87e-95
NACAD	ENSG00000136274.8	0.740	3.090	-1.233	3.60e-154
MRPL47	ENSG00000136522.13	49.700	24.150	1.011	9.72e-179
SCN7A	ENSG00000136546.13	0.220	2.070	-1.331	6.22e-132
EPRS	ENSG00000136628.17	77.632	30.860	1.303	1.96e-204
HLX	ENSG00000136630.12	5.160	12.140	-1.093	6.57e-91
IL1RN	ENSG00000136689.18	8.440	2.870	1.286	1.32e-41
UGGT1	ENSG00000136731.12	18.120	8.230	1.051	1.06e-99
GYPC	ENSG00000136732.14	21.060	92.410	-2.082	1.23e-200
KLF4	ENSG00000136826.14	11.120	67.041	-2.489	3.51e-177
TMOD1	ENSG00000136842.13	1.440	11.860	-2.398	1.43e-225
STXBP1	ENSG00000136854.17	9.790	27.319	-1.392	3.31e-130
TLR4	ENSG00000136869.13	4.050	11.270	-1.281	3.52e-88
LMX1B	ENSG00000136944.17	14.080	5.700	1.170	2.67e-47
MYC	ENSG00000136997.14	49.731	103.049	-1.036	1.54e-47
NOV	ENSG00000136999.4	2.680	7.220	-1.159	2.86e-47
IL33	ENSG00000137033.11	3.020	26.951	-2.798	2.99e-136
IL11RA	ENSG00000137070.17	6.550	27.899	-1.936	6.84e-225
PPIL1	ENSG00000137168.7	27.751	11.490	1.203	3.55e-148
PIM1	ENSG00000137193.13	13.610	28.620	-1.020	3.37e-54
TMEM63B	ENSG00000137216.18	33.070	14.340	1.151	2.20e-131
TUBB2B	ENSG00000137285.9	3.010	7.590	-1.099	9.18e-17
UQCC2	ENSG00000137288.9	100.572	35.981	1.458	1.09e-194
HMGA1	ENSG00000137309.19	77.648	26.629	1.509	3.90e-135
IER3	ENSG00000137331.11	112.571	36.001	1.618	3.43e-74
TPMT	ENSG00000137364.4	14.150	5.420	1.239	4.21e-140
FGFBP2	ENSG00000137441.7	0.330	5.270	-2.237	1.06e-140
FHDC1	ENSG00000137460.8	4.120	1.340	1.130	1.31e-90
LRRC32	ENSG00000137507.11	20.820	51.911	-1.278	5.87e-68
PI15	ENSG00000137558.7	1.050	11.850	-2.648	1.76e-40
GGH	ENSG00000137563.11	23.950	8.550	1.385	2.33e-60
SULF1	ENSG00000137573.13	71.520	18.320	1.908	4.87e-103
TRPC6	ENSG00000137672.12	0.980	3.770	-1.268	2.92e-160
TRIM29	ENSG00000137699.16	15.390	64.592	-2.001	7.83e-17
FXYD6	ENSG00000137726.15	15.860	40.229	-1.290	5.81e-73
MMP13	ENSG00000137745.11	5.710	0.020	2.718	6.85e-112
MAPKBP1	ENSG00000137802.13	4.890	11.360	-1.069	6.82e-113
NUSAP1	ENSG00000137804.12	25.720	1.890	3.209	2.88e-260
KIF23	ENSG00000137807.13	11.410	1.690	2.206	2.78e-191
ITGA11	ENSG00000137809.16	10.820	4.430	1.122	5.62e-33
STRA6	ENSG00000137868.18	4.270	1.430	1.117	2.74e-51
SEMA6D	ENSG00000137872.15	1.280	5.890	-1.595	3.74e-101
GIPC2	ENSG00000137960.5	0.330	2.860	-1.537	4.22e-270
EPT1	ENSG00000138018.17	10.720	4.480	1.097	1.54e-90
LOXL4	ENSG00000138131.3	1.200	6.630	-1.794	1.13e-114
KIF11	ENSG00000138160.5	8.960	0.650	2.594	7.27e-232
RBP4	ENSG00000138207.12	3.470	203.233	-5.514	2.32e-199
OLA1	ENSG00000138430.15	117.587	44.080	1.395	3.85e-134
SENP7	ENSG00000138468.15	6.320	13.700	-1.006	6.65e-74
PARP9	ENSG00000138496.16	43.260	18.850	1.157	2.92e-80
FAM13A	ENSG00000138640.14	5.840	30.581	-2.207	4.08e-240
FGF2	ENSG00000138685.12	0.900	9.520	-2.469	9.18e-199
MMRN1	ENSG00000138722.9	0.810	15.030	-3.147	4.42e-194
PDE5A	ENSG00000138735.15	4.630	12.480	-1.260	5.10e-57
PRDM5	ENSG00000138738.10	1.240	4.130	-1.195	6.40e-158
LEF1	ENSG00000138795.9	15.640	5.040	1.462	1.31e-83
MAPK8IP3	ENSG00000138834.12	14.080	44.240	-1.585	3.74e-60
ERP27	ENSG00000139055.6	11.820	2.480	1.881	1.16e-60
GABARAPL1	ENSG00000139112.10	29.410	112.438	-1.899	4.01e-236
FGD4	ENSG00000139132.14	2.550	7.670	-1.288	2.02e-139
PIK3C2G	ENSG00000139144.9	0.390	3.940	-1.829	1.34e-64
LRIG3	ENSG00000139263.11	5.530	21.640	-1.794	2.55e-137
TMEM19	ENSG00000139291.13	18.250	7.410	1.195	3.88e-63
LUM	ENSG00000139329.4	634.114	309.028	1.035	3.90e-22
SDSL	ENSG00000139410.14	15.730	5.150	1.444	2.88e-126
N4BP2L1	ENSG00000139597.16	9.790	28.670	-1.459	1.69e-141
MAP3K12	ENSG00000139625.12	7.820	18.510	-1.145	3.48e-62
GALNT6	ENSG00000139629.15	59.792	11.810	2.247	2.23e-77
LMBR1L	ENSG00000139636.15	18.140	50.230	-1.420	3.97e-149
TMBIM6	ENSG00000139644.12	610.691	284.029	1.102	8.42e-69
WDFY2	ENSG00000139668.8	3.230	7.960	-1.083	4.32e-161
NOVA1	ENSG00000139910.19	2.820	22.070	-2.594	7.88e-67
PELI2	ENSG00000139946.9	1.370	6.780	-1.715	3.68e-205
FBLN5	ENSG00000140092.14	22.811	114.769	-2.282	6.22e-164
SORD	ENSG00000140263.13	34.719	7.150	2.132	1.47e-102
SLC27A2	ENSG00000140284.10	3.890	0.850	1.402	3.05e-32
FGF7	ENSG00000140285.9	4.730	25.760	-2.223	1.51e-134
HDC	ENSG00000140287.10	0.740	2.550	-1.029	4.96e-29
NEIL1	ENSG00000140398.13	11.630	31.710	-1.373	3.64e-70
MAN2C1	ENSG00000140400.14	30.049	186.314	-2.593	1.10e-187
PCSK6	ENSG00000140479.16	15.630	5.740	1.303	3.97e-30
FANCI	ENSG00000140525.17	14.270	3.660	1.712	8.19e-162
NTRK3	ENSG00000140538.16	0.780	6.690	-2.111	7.02e-106
MFGE8	ENSG00000140545.14	78.749	304.605	-1.938	1.02e-103
MCTP2	ENSG00000140563.14	0.890	3.150	-1.135	1.82e-49
TGFB1I1	ENSG00000140682.18	21.791	56.578	-1.337	5.17e-107
IGSF6	ENSG00000140749.8	5.040	1.780	1.119	3.99e-58
MARVELD3	ENSG00000140832.9	12.100	4.700	1.201	1.83e-103
KIFC3	ENSG00000140859.15	8.030	19.710	-1.197	2.04e-85
NUDT7	ENSG00000140876.11	4.830	11.590	-1.111	2.37e-112
KSR1	ENSG00000141068.13	6.370	19.610	-1.484	1.06e-107
TOM1L1	ENSG00000141198.13	42.349	16.120	1.340	2.09e-67
SKAP1	ENSG00000141293.15	14.110	4.250	1.525	9.42e-54
LRRC46	ENSG00000141294.9	3.400	0.820	1.274	1.19e-68
SCRN2	ENSG00000141295.13	22.760	60.572	-1.374	1.82e-114
GNAL	ENSG00000141404.15	1.320	4.670	-1.289	2.05e-121
SLC39A6	ENSG00000141424.12	254.901	48.711	2.364	1.03e-60
GALNT1	ENSG00000141429.13	48.220	22.941	1.040	8.06e-59
SLC16A3	ENSG00000141526.14	22.941	10.560	1.050	9.83e-52
PMAIP1	ENSG00000141682.11	9.420	2.070	1.763	2.13e-93
P3H4	ENSG00000141696.12	20.831	6.880	1.470	1.39e-144
ERBB2	ENSG00000141736.13	112.539	48.060	1.211	5.52e-61
STAC2	ENSG00000141750.6	1.500	50.059	-4.352	1.85e-60
TPGS1	ENSG00000141933.9	3.360	10.310	-1.375	4.72e-22
PPAP2C	ENSG00000141934.9	90.993	35.089	1.350	6.84e-95
TMEM91	ENSG00000142046.14	6.190	14.730	-1.129	3.74e-67
SIK1	ENSG00000142178.7	2.170	9.710	-1.756	1.71e-44
TRPM2	ENSG00000142185.16	10.540	3.230	1.448	1.86e-76
EPHA2	ENSG00000142627.12	4.080	13.370	-1.500	2.46e-134
PLK4	ENSG00000142731.10	5.950	1.540	1.452	1.05e-133
MAP3K6	ENSG00000142733.14	17.240	58.351	-1.702	2.31e-115
FCN3	ENSG00000142748.12	1.320	4.960	-1.361	6.28e-125
HSPG2	ENSG00000142798.16	50.359	107.150	-1.074	2.80e-68
TINAGL1	ENSG00000142910.15	17.620	133.749	-2.855	3.46e-212
KIF2C	ENSG00000142945.12	9.850	0.780	2.608	6.58e-205
IGSF3	ENSG00000143061.17	16.010	4.630	1.595	1.16e-98
PSMA5	ENSG00000143106.12	75.342	35.321	1.072	8.82e-193
ITGA10	ENSG00000143127.12	1.100	4.940	-1.500	9.19e-104
TIPRL	ENSG00000143155.12	28.130	13.300	1.026	8.22e-115
POGK	ENSG00000143157.11	25.109	10.980	1.124	1.16e-113
RXRG	ENSG00000143171.12	0.150	1.490	-1.115	8.61e-182
TMCO1	ENSG00000143183.16	175.898	52.859	1.716	1.21e-189
NUF2	ENSG00000143228.12	9.760	0.570	2.777	4.60e-217
SDHC	ENSG00000143252.14	265.928	124.068	1.094	1.66e-130
MRPL24	ENSG00000143314.12	142.044	64.722	1.122	2.59e-130
PIGM	ENSG00000143315.6	9.970	3.480	1.292	4.99e-135
ISG20L2	ENSG00000143319.16	39.769	15.720	1.286	1.76e-115
HDGF	ENSG00000143321.18	265.339	117.652	1.167	4.36e-173
RGS16	ENSG00000143333.6	13.910	5.110	1.287	8.49e-56
RGL1	ENSG00000143344.15	5.500	15.770	-1.367	5.62e-117
PRUNE	ENSG00000143363.15	33.219	15.080	1.090	2.49e-116
TUFT1	ENSG00000143367.15	25.370	8.410	1.487	4.32e-124
SF3B4	ENSG00000143368.9	77.637	35.099	1.123	3.91e-171
OAZ3	ENSG00000143450.14	7.370	2.730	1.166	4.40e-88
GOLPH3L	ENSG00000143457.10	36.900	15.680	1.184	2.03e-78
INTS7	ENSG00000143493.12	18.340	5.520	1.569	9.91e-208
SUSD4	ENSG00000143502.14	13.500	4.110	1.505	1.49e-66
S100A8	ENSG00000143546.9	9.540	28.909	-1.505	1.24e-4
TPM3	ENSG00000143549.19	383.344	147.277	1.374	1.30e-202
ILF2	ENSG00000143621.16	210.590	96.241	1.122	2.66e-153
SCCPDH	ENSG00000143653.9	52.819	19.880	1.366	5.10e-60
SRP9	ENSG00000143742.12	335.669	117.140	1.511	8.33e-196
NVL	ENSG00000143748.17	27.940	12.540	1.096	5.84e-131
MBOAT2	ENSG00000143797.11	23.180	10.110	1.122	2.39e-63
PARP1	ENSG00000143799.12	96.388	30.651	1.622	4.14e-208
ETNK2	ENSG00000143845.14	26.310	11.610	1.115	1.38e-25
OSR1	ENSG00000143867.6	1.330	19.779	-3.157	4.51e-143
MEIS1	ENSG00000143995.19	4.200	11.580	-1.275	9.58e-137
GPR17	ENSG00000144230.16	0.090	2.930	-1.850	5.25e-272
GULP1	ENSG00000144366.15	3.990	13.430	-1.532	1.18e-94
KANSL1L	ENSG00000144445.15	3.480	10.030	-1.300	3.90e-134
HES6	ENSG00000144485.10	6.300	1.670	1.451	1.12e-84
FANCD2	ENSG00000144554.10	10.310	4.430	1.059	2.03e-104
RBMS3	ENSG00000144642.20	2.020	12.350	-2.144	1.39e-248
STAC	ENSG00000144681.10	0.460	2.160	-1.114	7.73e-39
NFKBIZ	ENSG00000144802.11	7.270	29.040	-1.861	4.63e-60
PHLDB2	ENSG00000144824.19	7.590	24.710	-1.582	8.99e-102
SRPRB	ENSG00000144867.11	55.699	24.340	1.162	6.69e-147
TRPC1	ENSG00000144935.14	1.380	4.980	-1.329	5.15e-167
NCEH1	ENSG00000144959.9	8.440	3.440	1.088	3.28e-53
ILDR1	ENSG00000145103.12	6.850	1.470	1.668	3.55e-131
SLIT2	ENSG00000145147.19	3.090	7.240	-1.011	3.71e-54
OCIAD2	ENSG00000145247.11	85.781	27.040	1.630	3.72e-204
SLC10A6	ENSG00000145283.7	0.320	1.670	-1.016	3.20e-150
SNCA	ENSG00000145335.15	2.740	8.040	-1.273	4.85e-106
USP53	ENSG00000145390.11	10.070	28.839	-1.431	5.96e-111
GZMA	ENSG00000145649.7	6.460	2.670	1.023	1.34e-31
PIK3R1	ENSG00000145675.14	26.559	73.231	-1.429	6.65e-70
TSLP	ENSG00000145777.14	0.130	1.640	-1.224	1.53e-264
RNF145	ENSG00000145860.11	17.730	37.049	-1.023	4.20e-55
ZNF300	ENSG00000145908.12	1.280	3.590	-1.009	2.07e-59
N4BP3	ENSG00000145911.5	6.040	2.200	1.137	1.24e-72
KCNMB1	ENSG00000145936.8	1.130	7.750	-2.038	3.01e-114
GFOD1	ENSG00000145990.10	2.250	6.830	-1.269	7.88e-125
KLHL3	ENSG00000146021.14	1.070	3.750	-1.198	3.36e-170
FAM193B	ENSG00000146067.15	23.880	75.819	-1.626	1.48e-121
NFKBIE	ENSG00000146232.14	14.890	6.670	1.051	1.07e-125
PM20D2	ENSG00000146281.5	1.830	6.810	-1.465	1.51e-55
RNF217	ENSG00000146373.16	2.510	8.730	-1.471	1.13e-130
RSPO3	ENSG00000146374.13	1.160	9.310	-2.255	5.67e-225
MTFR2	ENSG00000146410.11	2.670	0.500	1.291	2.69e-124
SLC22A3	ENSG00000146477.5	0.360	4.370	-1.981	3.23e-252
IGFBP3	ENSG00000146674.14	67.172	168.487	-1.314	2.04e-85
PSPH	ENSG00000146733.13	10.910	4.940	1.004	1.55e-81
ZNF92	ENSG00000146757.13	10.790	4.780	1.028	1.46e-41
TMEM209	ENSG00000146842.16	14.910	6.800	1.028	3.57e-79
NCAPG2	ENSG00000146918.19	11.450	4.330	1.224	2.01e-99
SHROOM2	ENSG00000146950.12	4.490	1.340	1.230	2.58e-101
RAB19	ENSG00000146955.10	1.490	0.200	1.053	8.82e-80
TMEM47	ENSG00000147027.3	6.140	19.260	-1.505	1.79e-83
OGT	ENSG00000147162.13	33.700	80.873	-1.238	1.65e-97
GPC3	ENSG00000147257.13	6.480	72.770	-3.302	3.29e-162
GNRH1	ENSG00000147437.9	0.870	3.480	-1.260	6.74e-136
SLC25A37	ENSG00000147454.13	11.370	29.199	-1.288	3.72e-85
TACC1	ENSG00000147526.19	14.310	71.908	-2.252	5.87e-154
GINS4	ENSG00000147536.11	3.830	1.050	1.236	2.48e-85
MTDH	ENSG00000147649.9	58.060	26.570	1.099	3.31e-37
MAL2	ENSG00000147676.13	124.189	17.340	2.771	6.40e-193
SLC39A4	ENSG00000147804.9	46.051	16.060	1.464	7.21e-77
NFIB	ENSG00000147862.14	12.460	36.201	-1.467	3.11e-71
PLIN2	ENSG00000147872.9	33.201	168.218	-2.307	2.32e-160
NTRK2	ENSG00000148053.15	3.930	31.230	-2.709	2.05e-112
ZNF462	ENSG00000148143.12	2.220	5.910	-1.102	6.82e-49
GSN	ENSG00000148180.16	202.516	1044.719	-2.361	2.01e-257
HMCN2	ENSG00000148357.16	0.320	2.390	-1.361	1.47e-121
FAM171A1	ENSG00000148468.16	4.510	10.720	-1.089	6.58e-32
ZEB1	ENSG00000148516.21	7.780	18.290	-1.136	1.01e-62
FAM13C	ENSG00000148541.12	1.360	8.390	-1.992	1.40e-235
TCF7L2	ENSG00000148737.15	11.290	29.311	-1.302	5.82e-117
MKI67	ENSG00000148773.12	11.250	0.440	3.089	8.71e-233
RGS10	ENSG00000148908.14	75.180	30.960	1.253	7.57e-138
SAA4	ENSG00000148965.8	0.180	2.540	-1.585	2.26e-119
SYT8	ENSG00000149043.16	1.120	7.140	-1.941	7.80e-23
PAMR1	ENSG00000149090.11	1.800	16.370	-2.633	4.98e-173
GLYAT	ENSG00000149124.10	0.080	5.190	-2.519	1.06e-186
SERPING1	ENSG00000149131.15	231.119	697.137	-1.589	4.40e-128
KLHL35	ENSG00000149243.15	4.340	1.400	1.154	9.03e-66
NCAM1	ENSG00000149294.16	0.510	2.850	-1.350	1.18e-79
P4HA3	ENSG00000149380.11	5.020	0.930	1.641	8.51e-109
ST14	ENSG00000149418.10	52.720	18.980	1.427	6.88e-131
PLCH2	ENSG00000149527.17	1.650	8.450	-1.834	2.66e-56
FEZ1	ENSG00000149557.12	3.940	11.860	-1.380	1.22e-130
ESAM	ENSG00000149564.11	20.269	70.399	-1.747	2.99e-172
SIDT2	ENSG00000149577.15	22.000	47.310	-1.071	1.07e-123
TAGLN	ENSG00000149591.16	450.754	1382.246	-1.614	5.42e-92
JPH2	ENSG00000149596.6	0.710	5.550	-1.937	4.32e-146
PPP4C	ENSG00000149923.13	124.094	54.251	1.179	8.60e-198
FCGR1A	ENSG00000150337.13	18.720	3.140	2.252	4.09e-175
LATS2	ENSG00000150457.8	5.140	11.390	-1.013	3.71e-93
LYPD6B	ENSG00000150556.16	14.560	5.860	1.182	5.31e-28
FSIP1	ENSG00000150667.6	4.390	0.470	1.874	4.82e-50
FOXO1	ENSG00000150907.6	5.710	22.181	-1.789	8.34e-206
TWF1	ENSG00000151239.13	62.500	29.070	1.078	2.06e-57
KCTD14	ENSG00000151364.15	2.080	7.850	-1.523	2.31e-32
THRSP	ENSG00000151365.2	4.410	46.840	-3.145	1.02e-80
ME3	ENSG00000151376.16	5.490	21.440	-1.790	2.71e-132
EPS8	ENSG00000151491.12	20.569	55.919	-1.400	6.76e-111
NR3C2	ENSG00000151623.14	1.180	5.820	-1.645	6.25e-143
INPP1	ENSG00000151689.12	7.310	22.170	-1.479	1.57e-175
FLI1	ENSG00000151702.16	8.410	19.960	-1.155	1.24e-94
ZNF385D	ENSG00000151789.9	1.990	7.040	-1.427	7.07e-57
TDO2	ENSG00000151790.8	2.110	0.130	1.461	2.98e-101
GFRA1	ENSG00000151892.14	36.549	14.620	1.265	8.88e-4
SCHIP1	ENSG00000151967.18	1.060	3.760	-1.208	5.16e-63
HSPB8	ENSG00000152137.6	13.120	30.920	-1.177	3.27e-17
GEMIN6	ENSG00000152147.10	15.390	6.330	1.161	7.62e-207
TMEM178A	ENSG00000152154.10	1.080	5.890	-1.728	3.54e-161
SPC25	ENSG00000152253.8	7.130	0.620	2.327	3.26e-239
PDE3B	ENSG00000152270.8	0.900	7.170	-2.104	1.51e-136
TCF7L1	ENSG00000152284.4	9.610	30.730	-1.580	1.64e-85
UHMK1	ENSG00000152332.15	32.450	14.080	1.149	7.97e-70
NMT2	ENSG00000152465.17	6.220	19.360	-1.496	5.87e-161
ZFP36L2	ENSG00000152518.6	60.229	165.374	-1.442	2.19e-109
PLEKHH2	ENSG00000152527.13	1.260	9.810	-2.258	1.11e-217
GRIA4	ENSG00000152578.12	0.130	1.610	-1.208	1.25e-84
IGSF10	ENSG00000152580.8	0.840	11.560	-2.771	3.11e-244
SPARCL1	ENSG00000152583.12	99.808	438.185	-2.123	9.09e-147
PRDM8	ENSG00000152784.15	0.530	2.810	-1.316	7.89e-225
GGPS1	ENSG00000152904.11	56.480	23.369	1.238	2.54e-140
ZNF117	ENSG00000152926.14	6.070	13.410	-1.027	9.56e-64
RAB3C	ENSG00000152932.7	0.370	2.780	-1.464	2.10e-109
MARVELD2	ENSG00000152939.14	11.480	2.230	1.950	1.70e-126
MERTK	ENSG00000153208.16	3.650	10.160	-1.263	2.00e-125
PLA2R1	ENSG00000153246.11	4.690	11.500	-1.135	3.33e-84
RBMS1	ENSG00000153250.17	19.390	44.979	-1.173	7.33e-97
SLC25A27	ENSG00000153291.15	1.960	26.729	-3.228	7.02e-275
FAM49B	ENSG00000153310.18	59.721	27.191	1.107	1.26e-102
LINC00467	ENSG00000153363.12	10.170	4.540	1.012	2.07e-98
KCNJ16	ENSG00000153822.13	0.040	1.410	-1.212	7.68e-116
PID1	ENSG00000153823.18	1.990	19.050	-2.745	6.75e-268
LGI4	ENSG00000153902.13	1.120	22.930	-3.497	0.00e+0
MSI2	ENSG00000153944.10	37.340	15.230	1.240	4.42e-83
SEMA3D	ENSG00000153993.13	0.630	2.450	-1.082	6.72e-65
THY1	ENSG00000154096.13	118.348	45.129	1.371	3.10e-64
ROBO4	ENSG00000154133.14	5.670	31.059	-2.265	1.94e-250
ROBO3	ENSG00000154134.14	2.860	22.550	-2.609	4.97e-262
PGM5	ENSG00000154330.12	1.840	16.511	-2.624	1.61e-217
LONRF1	ENSG00000154359.12	8.970	21.960	-1.203	3.77e-115
GBP5	ENSG00000154451.14	5.600	1.690	1.295	1.10e-48
PDLIM3	ENSG00000154553.13	19.821	54.670	-1.419	1.59e-42
SORBS2	ENSG00000154556.17	20.019	44.851	-1.125	1.44e-34
L3MBTL4	ENSG00000154655.14	0.780	3.790	-1.428	2.24e-84
PDE1C	ENSG00000154678.16	0.400	3.630	-1.726	2.72e-146
JAM2	ENSG00000154721.14	5.490	29.130	-2.215	3.22e-198
FGD5	ENSG00000154783.10	6.560	18.550	-1.371	1.51e-85
PLCL2	ENSG00000154822.15	2.410	5.850	-1.006	2.09e-77
SKA1	ENSG00000154839.9	2.860	0.170	1.722	2.82e-161
EPHB1	ENSG00000154928.16	0.590	2.650	-1.199	4.48e-57
VOPP1	ENSG00000154978.12	56.641	24.040	1.203	2.67e-117
GRAMD3	ENSG00000155324.9	10.730	28.829	-1.347	1.54e-66
PPM1J	ENSG00000155367.15	7.020	2.320	1.272	1.57e-62
VSIG4	ENSG00000155659.14	10.140	22.980	-1.106	3.28e-41
PDIA4	ENSG00000155660.10	107.142	40.380	1.386	7.11e-173
MICU3	ENSG00000155970.11	0.590	5.060	-1.930	1.91e-317
WIF1	ENSG00000156076.9	0.130	5.590	-2.544	2.66e-84
NDUFAF6	ENSG00000156170.12	30.819	13.240	1.160	2.09e-121
TSPAN7	ENSG00000156298.12	6.700	54.349	-2.846	1.76e-214
RPGR	ENSG00000156313.12	5.590	15.260	-1.303	4.51e-142
SFXN2	ENSG00000156398.12	14.970	5.390	1.321	1.06e-68
SH3RF2	ENSG00000156463.17	1.590	4.330	-1.041	3.51e-53
RAB11FIP1	ENSG00000156675.15	23.640	7.510	1.534	1.02e-43
MAPK13	ENSG00000156711.16	42.470	17.270	1.251	1.78e-132
NMNAT2	ENSG00000157064.10	0.360	3.100	-1.592	1.15e-107
RBPMS	ENSG00000157110.15	66.160	189.610	-1.505	1.01e-124
TIMP4	ENSG00000157150.4	1.080	58.561	-4.840	1.75e-264
SYN2	ENSG00000157152.16	0.360	8.880	-2.861	4.66e-306
NRG1	ENSG00000157168.18	0.940	3.620	-1.252	9.67e-32
SUSD3	ENSG00000157303.10	46.141	8.240	2.351	7.16e-52
IL34	ENSG00000157368.10	3.250	12.340	-1.650	1.29e-33
KIT	ENSG00000157404.15	4.140	31.550	-2.663	1.75e-78
TSC22D3	ENSG00000157514.16	108.653	254.107	-1.218	1.01e-78
ERG	ENSG00000157554.18	4.230	17.140	-1.794	3.30e-183
ETS2	ENSG00000157557.11	15.730	49.490	-1.594	1.10e-163
SLC34A2	ENSG00000157765.11	1.880	9.910	-1.921	2.36e-9
FMNL2	ENSG00000157827.19	7.310	20.589	-1.377	1.31e-96
FAM213B	ENSG00000157870.14	27.880	13.270	1.017	3.23e-91
TNFRSF14	ENSG00000157873.17	32.079	83.158	-1.347	2.46e-83
RADIL	ENSG00000157927.16	1.840	4.990	-1.077	1.41e-53
MRPL17	ENSG00000158042.8	73.322	29.339	1.293	1.64e-238
