GeneSymbol	GeneID	MedianTumor	MedianNormal	Log2FoldChange	adjp
TRIB1	ENSG00000173334.3	39.659	6.260	2.486	2.98e-38
RP11-330H6.5	ENSG00000173366.11	1.430	0.035	1.231	1.24e-22
MINOS1	ENSG00000173436.13	62.891	322.498	-2.340	1.76e-103
RNF26	ENSG00000173456.4	16.919	36.835	-1.078	2.51e-50
PPP1R14B	ENSG00000173457.10	54.940	190.770	-1.777	3.40e-64
SSSCA1	ENSG00000173465.7	24.550	52.445	-1.065	5.81e-43
ZNF417	ENSG00000173480.10	13.440	3.845	1.576	6.80e-43
PTPRM	ENSG00000173482.16	1.990	0.170	1.354	1.65e-17
VEGFB	ENSG00000173511.9	18.310	60.608	-1.674	2.85e-65
TNFRSF10D	ENSG00000173530.5	8.580	0.030	3.217	1.35e-106
MST1	ENSG00000173531.15	7.580	3.095	1.067	2.11e-18
TNFRSF10C	ENSG00000173535.13	3.480	0.290	1.796	5.80e-31
ZNF622	ENSG00000173545.4	13.820	38.010	-1.396	1.72e-81
SNX33	ENSG00000173548.8	4.580	11.140	-1.121	1.28e-28
NABP1	ENSG00000173559.12	32.951	13.460	1.231	2.64e-20
SULT1B1	ENSG00000173597.8	4.260	0.010	2.381	1.40e-51
NUDT4	ENSG00000173598.13	31.510	113.318	-1.814	8.31e-72
PC	ENSG00000173599.13	1.750	8.345	-1.765	2.02e-42
SCAI	ENSG00000173611.17	11.460	4.350	1.220	4.44e-28
UQCRH	ENSG00000173660.11	191.884	1636.445	-3.086	9.06e-148
SPDYE2B	ENSG00000173678.14	4.410	0.445	1.905	8.94e-71
HEG1	ENSG00000173706.12	2.250	0.120	1.537	1.18e-33
TOMM20	ENSG00000173726.10	73.429	216.435	-1.547	4.89e-79
JUP	ENSG00000173801.16	49.679	106.009	-1.078	9.25e-11
RNF213	ENSG00000173821.19	108.887	36.949	1.534	2.01e-39
NET1	ENSG00000173848.18	18.650	84.409	-2.120	2.18e-46
PHOSPHO1	ENSG00000173868.11	1.540	0.080	1.234	3.95e-22
PHC3	ENSG00000173889.15	68.048	6.125	3.277	2.91e-95
SPTBN2	ENSG00000173898.11	2.620	14.995	-2.144	1.31e-38
USMG5	ENSG00000173915.12	134.391	385.609	-1.514	4.74e-67
HOXB2	ENSG00000173917.10	7.820	37.740	-2.135	1.01e-22
MAR3	ENSG00000173926.5	4.770	33.109	-2.564	3.56e-61
SLCO4C1	ENSG00000173930.8	2.130	0.140	1.457	4.54e-27
NRROS	ENSG00000174004.5	70.209	7.235	3.112	5.24e-89
FBXO45	ENSG00000174013.7	8.440	24.795	-1.450	1.06e-59
GNG5	ENSG00000174021.10	99.380	215.859	-1.111	2.45e-51
FAM3C2	ENSG00000174028.6	6.370	15.414	-1.155	1.98e-33
MSRB3	ENSG00000174099.10	42.461	0.085	5.324	6.18e-102
TLR10	ENSG00000174123.10	2.030	0.025	1.564	2.36e-34
TLR1	ENSG00000174125.7	19.471	0.380	3.891	1.09e-73
TLR6	ENSG00000174130.12	8.660	1.225	2.118	4.69e-32
ZDHHC24	ENSG00000174165.7	19.680	6.370	1.488	4.59e-52
SELP	ENSG00000174175.16	2.390	0.000	1.761	2.48e-28
MGA	ENSG00000174197.16	30.659	8.354	1.759	8.71e-44
PRPF8	ENSG00000174231.16	180.305	81.199	1.141	8.84e-38
ZNHIT2	ENSG00000174276.6	3.220	9.860	-1.364	1.55e-53
ZBTB4	ENSG00000174282.11	16.540	3.435	1.984	3.70e-85
ZHX3	ENSG00000174306.21	8.070	3.015	1.176	2.12e-28
PHLDA3	ENSG00000174307.6	2.080	0.145	1.428	5.25e-27
STAG3L3	ENSG00000174353.17	124.369	40.130	1.608	8.90e-43
EXO1	ENSG00000174371.16	7.280	47.456	-2.549	9.00e-77
RALGAPA1	ENSG00000174373.15	15.660	3.325	1.946	5.11e-77
RP11-313P13.4	ENSG00000174384.9	19.329	8.115	1.157	8.81e-30
GTF2IRD2B	ENSG00000174428.16	35.550	7.175	2.161	1.02e-87
SNAPC5	ENSG00000174446.12	17.579	43.670	-1.266	2.81e-74
GCSAM	ENSG00000174500.12	4.280	0.210	2.125	2.33e-50
MRPL11	ENSG00000174547.13	29.580	82.641	-1.452	5.76e-78
IL20RB	ENSG00000174564.12	0.820	5.715	-1.883	2.10e-99
MSL2	ENSG00000174579.3	56.661	10.575	2.317	1.28e-86
ZNF497	ENSG00000174586.10	4.000	0.785	1.486	1.25e-44
UGT8	ENSG00000174607.10	0.220	4.100	-2.064	5.70e-95
SLC29A2	ENSG00000174669.11	2.180	42.201	-3.764	7.18e-80
TMEM167A	ENSG00000174695.9	38.040	85.540	-1.148	9.98e-31
RP11-79L9.2	ENSG00000174715.7	6.800	0.120	2.800	9.53e-70
NR1D2	ENSG00000174738.12	8.180	2.445	1.414	9.16e-38
WDR49	ENSG00000174776.10	10.250	0.000	3.492	4.80e-44
RIN1	ENSG00000174791.10	4.120	0.955	1.389	4.05e-21
FZD4	ENSG00000174804.3	0.130	5.825	-2.594	4.53e-143
YIF1A	ENSG00000174851.14	26.729	68.476	-1.325	3.21e-48
NDUFA11	ENSG00000174886.12	66.389	211.556	-1.657	9.01e-68
SEZ6L2	ENSG00000174938.14	0.150	1.385	-1.052	3.70e-22
P2RY14	ENSG00000174944.8	2.420	0.000	1.774	1.20e-28
GPR171	ENSG00000174946.6	3.170	0.000	2.060	1.32e-42
FUT1	ENSG00000174951.10	0.230	7.855	-2.848	5.92e-80
UBE2C	ENSG00000175063.16	26.921	1.010	3.796	1.26e-85
PDIK1L	ENSG00000175087.9	6.060	14.675	-1.151	1.08e-40
ZNF654	ENSG00000175105.5	9.590	4.225	1.019	8.04e-33
MRPS22	ENSG00000175110.11	29.390	92.340	-1.619	1.67e-103
PACS1	ENSG00000175115.11	79.417	18.705	2.029	4.20e-75
MARCKSL1	ENSG00000175130.6	33.451	109.375	-1.680	4.14e-28
YPEL2	ENSG00000175155.8	15.401	0.795	3.192	2.31e-99
PSMD2	ENSG00000175166.16	102.721	232.743	-1.172	5.49e-53
PPM1E	ENSG00000175175.5	0.150	2.630	-1.658	1.26e-132
GOLGA8A	ENSG00000175265.17	36.211	107.667	-1.546	1.88e-12
TP53I11	ENSG00000175274.18	15.590	1.640	2.652	5.64e-38
PHYHD1	ENSG00000175287.18	2.470	0.600	1.117	3.68e-20
PHYKPL	ENSG00000175309.14	110.560	16.070	2.708	3.17e-102
LSM1	ENSG00000175324.9	22.529	49.866	-1.112	7.80e-74
TMEM9B	ENSG00000175348.10	28.140	12.215	1.141	1.55e-58
NRIP3	ENSG00000175352.10	2.430	10.620	-1.760	9.08e-39
SMAD2	ENSG00000175387.15	50.181	21.520	1.184	8.01e-43
ZNF25	ENSG00000175395.15	5.760	2.225	1.068	7.77e-44
RFESD	ENSG00000175449.13	3.490	71.115	-4.006	1.42e-87
TBC1D10C	ENSG00000175463.11	38.929	1.315	4.108	2.42e-109
MCTP1	ENSG00000175471.19	25.720	0.665	4.004	3.33e-100
LRRC25	ENSG00000175489.9	11.760	0.920	2.732	6.84e-27
KCNE3	ENSG00000175538.10	24.210	8.150	1.462	4.28e-25
UCP3	ENSG00000175564.12	4.000	0.210	2.047	4.09e-85
MRPL48	ENSG00000175581.13	30.370	63.445	-1.039	2.23e-64
P2RY2	ENSG00000175591.11	7.320	0.030	3.014	2.00e-53
FOSL1	ENSG00000175592.8	9.660	24.670	-1.268	9.33e-19
RP11-276H1.3	ENSG00000175604.2	1.530	0.020	1.311	1.18e-71
LINC00476	ENSG00000175611.11	5.890	1.930	1.234	1.68e-48
RMI2	ENSG00000175643.8	13.420	40.910	-1.539	4.87e-44
TOM1L2	ENSG00000175662.17	25.259	5.060	2.115	4.13e-84
LINC00116	ENSG00000175701.10	8.620	30.935	-1.731	1.20e-51
KDF1	ENSG00000175707.8	0.170	1.645	-1.177	9.87e-106
MLXIP	ENSG00000175727.13	83.981	40.150	1.046	2.99e-34
RWDD4P2	ENSG00000175741.5	2.040	5.160	-1.019	6.05e-28
TOMM5	ENSG00000175768.12	52.530	224.737	-2.076	1.77e-116
RUVBL1	ENSG00000175792.11	35.481	72.978	-1.020	9.30e-41
SFN	ENSG00000175793.11	0.280	1.945	-1.202	1.84e-85
MSRA	ENSG00000175806.14	16.200	2.425	2.328	1.43e-111
ETV4	ENSG00000175832.12	0.320	39.531	-4.940	2.88e-175
SWI5	ENSG00000175854.11	10.000	97.785	-3.167	5.64e-140
GAPT	ENSG00000175857.8	99.318	0.100	6.511	1.92e-131
ZDHHC21	ENSG00000175893.11	7.820	0.660	2.410	3.55e-79
TUBB6	ENSG00000176014.12	32.130	121.709	-1.889	9.10e-24
NUPR1	ENSG00000176046.8	0.110	3.770	-2.103	7.50e-123
IP6K1	ENSG00000176095.11	28.349	13.165	1.051	2.34e-38
YES1	ENSG00000176105.13	5.030	61.226	-3.367	3.21e-83
TCP11L1	ENSG00000176148.15	14.620	2.860	2.017	2.77e-64
GPX2	ENSG00000176153.11	1.950	0.110	1.410	6.40e-56
HSF5	ENSG00000176160.9	1.050	0.000	1.036	7.73e-28
FOXG1	ENSG00000176165.9	0.000	1.725	-1.446	2.68e-257
SPHK1	ENSG00000176170.13	2.360	19.805	-2.630	9.87e-69
MYPOP	ENSG00000176182.5	6.370	2.310	1.155	4.42e-42
ZNF404	ENSG00000176222.8	3.470	0.875	1.253	1.94e-21
ZBTB8OS	ENSG00000176261.15	28.080	60.085	-1.071	7.67e-66
SLC35G1	ENSG00000176273.14	0.850	3.515	-1.287	4.30e-29
ZNF135	ENSG00000176293.19	3.160	0.010	2.042	1.10e-24
VPS37D	ENSG00000176428.5	0.090	1.715	-1.317	1.23e-126
SYNE3	ENSG00000176438.12	18.911	1.150	3.211	1.49e-81
SLCO3A1	ENSG00000176463.13	24.490	0.160	4.458	8.28e-122
ZNF575	ENSG00000176472.10	2.920	0.225	1.678	3.85e-80
GNG7	ENSG00000176533.12	6.800	0.220	2.677	4.41e-53
KIAA2018	ENSG00000176542.9	12.570	1.025	2.744	7.86e-110
KBTBD11	ENSG00000176595.3	10.770	0.010	3.543	1.97e-67
MEX3C	ENSG00000176624.10	31.399	9.915	1.570	2.16e-50
MYO1D	ENSG00000176658.16	2.030	42.685	-3.850	1.28e-68
LRRC37A	ENSG00000176681.14	9.460	1.680	1.965	1.44e-57
SCAND2P	ENSG00000176700.19	13.310	4.160	1.472	1.27e-57
LRRC37A3	ENSG00000176809.10	25.860	1.325	3.530	2.24e-103
FKBP9P1	ENSG00000176826.15	0.060	2.865	-1.866	3.85e-171
VSIG10	ENSG00000176834.13	10.160	2.680	1.601	3.53e-34
IRX5	ENSG00000176842.14	0.120	1.380	-1.087	5.67e-4
METRNL	ENSG00000176845.12	9.130	24.515	-1.333	2.86e-15
FAM91A1	ENSG00000176853.15	35.009	15.920	1.090	7.23e-29
TYMS	ENSG00000176890.15	111.499	227.685	-1.023	1.42e-26
PXMP2	ENSG00000176894.9	12.750	38.030	-1.505	1.19e-51
TYMSOS	ENSG00000176912.3	1.420	9.450	-2.110	2.60e-92
FUT2	ENSG00000176920.11	1.500	0.220	1.035	3.98e-30
TOB2P1	ENSG00000176933.5	0.350	3.120	-1.610	3.77e-97
MUC20	ENSG00000176945.16	2.610	0.200	1.589	1.26e-34
FAM89B	ENSG00000176973.7	28.349	9.190	1.526	1.47e-41
FMR1NB	ENSG00000176988.8	0.000	5.025	-2.591	2.03e-282
SMCR8	ENSG00000176994.10	18.900	4.055	1.977	4.52e-81
MTHFR	ENSG00000177000.10	18.680	48.379	-1.327	6.42e-43
MTX3	ENSG00000177034.14	3.670	0.105	2.079	2.69e-36
SIX5	ENSG00000177045.7	0.800	11.070	-2.745	1.51e-64
SLC38A9	ENSG00000177058.11	26.900	10.050	1.336	1.54e-45
WDR73	ENSG00000177082.12	25.259	12.095	1.004	3.43e-38
FAM109B	ENSG00000177096.8	3.310	0.110	1.957	2.10e-51
EPS8L2	ENSG00000177106.14	2.430	8.850	-1.522	5.60e-41
FAM9B	ENSG00000177138.15	0.000	1.385	-1.254	3.57e-151
NUDT4P1	ENSG00000177144.6	10.270	30.305	-1.474	9.60e-45
KCNA3	ENSG00000177272.8	5.370	0.000	2.671	4.91e-44
ZBTB38	ENSG00000177311.10	8.420	22.110	-1.295	1.75e-19
FLJ13224	ENSG00000177340.5	1.360	0.080	1.128	2.11e-44
PPFIA3	ENSG00000177380.13	0.780	25.461	-3.894	3.87e-100
MAGEF1	ENSG00000177383.4	9.260	24.360	-1.305	9.45e-41
UMODL1	ENSG00000177398.18	1.730	0.000	1.449	1.80e-19
SAMD9L	ENSG00000177409.11	19.010	0.555	3.686	9.72e-87
PTRF	ENSG00000177469.12	1.470	74.710	-4.938	3.52e-55
ZBED2	ENSG00000177494.5	2.340	0.000	1.740	1.26e-26
RABEP2	ENSG00000177548.12	16.810	6.755	1.199	4.29e-30
ZNF491	ENSG00000177599.12	2.460	0.315	1.396	6.25e-52
GBA	ENSG00000177628.15	39.349	11.515	1.689	8.46e-65
IL17RA	ENSG00000177663.13	40.980	4.615	2.902	1.13e-42
PNPLA2	ENSG00000177666.15	121.852	56.490	1.096	5.81e-19
MBOAT4	ENSG00000177669.3	1.410	0.060	1.185	4.29e-55
SUMO4	ENSG00000177688.6	1.960	0.065	1.475	2.32e-49
POLR2L	ENSG00000177700.5	35.160	159.078	-2.146	3.53e-77
FAM20C	ENSG00000177706.8	3.400	0.060	2.053	2.10e-28
KIAA0195	ENSG00000177728.14	80.492	38.139	1.058	3.76e-22
FLII	ENSG00000177731.15	135.504	52.070	1.363	3.27e-45
RP5-1061H20.4	ENSG00000177788.5	1.330	7.970	-1.945	2.60e-60
ZNF518A	ENSG00000177853.14	21.470	9.640	1.078	3.29e-24
ZNF354C	ENSG00000177932.6	1.340	0.040	1.170	1.22e-25
ODF3B	ENSG00000177989.13	9.650	0.210	3.138	6.60e-51
TSPYL6	ENSG00000178021.10	0.490	6.420	-2.316	1.78e-160
MLF1	ENSG00000178053.17	0.500	44.114	-4.911	8.66e-146
GRAMD1C	ENSG00000178075.19	1.210	0.010	1.130	2.13e-27
STAP2	ENSG00000178078.11	0.650	4.485	-1.733	5.33e-51
ULK4P3	ENSG00000178081.12	2.800	0.000	1.926	5.68e-41
PDE4DIP	ENSG00000178104.19	20.129	201.048	-3.257	2.72e-83
GOLGA8Q	ENSG00000178115.11	14.580	0.115	3.805	8.52e-69
NDUFV2	ENSG00000178127.12	91.031	343.043	-1.902	7.53e-106
ZNF114	ENSG00000178150.8	1.560	0.000	1.356	3.06e-34
FAR2P2	ENSG00000178162.8	0.060	7.265	-2.963	9.96e-125
ZNF518B	ENSG00000178163.7	4.460	17.045	-1.725	4.10e-47
ZC3H12D	ENSG00000178199.13	7.180	0.110	2.882	1.70e-97
VN1R1	ENSG00000178201.4	2.560	0.110	1.681	8.47e-53
PRSS36	ENSG00000178226.10	2.280	0.515	1.114	7.46e-24
ZNF543	ENSG00000178229.7	3.720	1.325	1.022	8.20e-30
WDR6	ENSG00000178252.17	115.727	36.559	1.636	7.71e-45
TMPRSS9	ENSG00000178297.12	3.110	0.350	1.606	1.55e-46
KCNG2	ENSG00000178342.4	1.350	0.000	1.233	8.68e-37
PLEKHM3	ENSG00000178385.13	8.470	0.850	2.356	6.79e-81
NT5DC1	ENSG00000178425.13	10.190	23.985	-1.159	1.61e-35
LINC00843	ENSG00000178440.5	2.890	0.810	1.104	2.39e-32
H3F3AP6	ENSG00000178458.5	3.360	0.850	1.237	1.17e-21
TUBAL3	ENSG00000178462.11	0.050	7.665	-3.045	2.73e-108
P4HTM	ENSG00000178467.17	20.310	0.335	3.997	1.18e-128
MAF	ENSG00000178573.6	1.400	0.040	1.206	1.48e-30
GTPBP6	ENSG00000178605.12	32.520	14.660	1.098	7.04e-28
GPR35	ENSG00000178623.11	4.710	0.375	2.054	8.91e-43
ZNF713	ENSG00000178665.14	5.420	0.600	2.005	1.62e-73
PARP10	ENSG00000178685.13	41.871	2.880	3.466	4.49e-102
NSUN3	ENSG00000178694.9	13.450	5.485	1.156	3.46e-46
KCTD12	ENSG00000178695.5	9.210	0.290	2.985	1.71e-30
ZHX2	ENSG00000178764.7	6.560	0.030	2.876	1.99e-80
TRIM73	ENSG00000178809.11	9.520	1.075	2.342	8.04e-52
OPLAH	ENSG00000178814.15	0.800	35.153	-4.328	4.12e-113
TMEM52	ENSG00000178821.12	0.190	9.080	-3.082	6.48e-143
EXOSC4	ENSG00000178896.6	13.490	38.055	-1.430	6.28e-51
HYI	ENSG00000178922.16	15.550	3.905	1.755	9.12e-63
ZNF552	ENSG00000178935.5	16.650	6.325	1.269	6.17e-41
ZBTB7A	ENSG00000178951.8	27.210	7.890	1.666	2.50e-65
TUFM	ENSG00000178952.8	98.182	257.360	-1.381	8.79e-59
LINC00324	ENSG00000178977.3	1.840	0.270	1.161	2.39e-42
SEPW1	ENSG00000178980.14	44.839	120.104	-1.402	9.47e-52
MRFAP1L1	ENSG00000178988.10	27.230	55.564	-1.003	2.12e-37
MRFAP1	ENSG00000179010.14	79.572	208.174	-1.376	1.07e-92
RP11-157K17.5	ENSG00000179038.8	20.910	0.105	4.309	4.53e-127
PER1	ENSG00000179094.13	102.373	11.140	3.090	3.63e-51
TMTC2	ENSG00000179104.8	7.920	0.620	2.461	5.11e-35
GIMAP7	ENSG00000179144.4	10.240	0.020	3.462	1.07e-46
MAGED1	ENSG00000179222.17	43.440	18.625	1.179	3.64e-12
GADD45GIP1	ENSG00000179271.2	14.910	35.911	-1.214	1.66e-48
FAM156B	ENSG00000179304.16	3.750	11.515	-1.398	2.91e-22
HLA-DQB1	ENSG00000179344.16	36.491	0.055	5.151	3.14e-45
GATA2	ENSG00000179348.11	37.250	119.291	-1.653	1.21e-17
PACS2	ENSG00000179364.13	39.689	13.205	1.518	5.52e-42
VWA1	ENSG00000179403.11	1.220	4.675	-1.354	1.38e-11
KLHL28	ENSG00000179454.13	8.680	3.340	1.157	3.58e-39
MKRN3	ENSG00000179455.7	0.230	11.860	-3.386	2.36e-38
ZBTB18	ENSG00000179456.10	12.770	2.580	1.944	2.78e-72
SLITRK4	ENSG00000179542.15	4.990	0.000	2.583	1.17e-27
LACC1	ENSG00000179630.10	3.200	0.010	2.056	1.36e-68
FCER1A	ENSG00000179639.10	18.680	0.000	4.299	5.57e-43
KIAA1875	ENSG00000179698.13	1.690	0.310	1.038	3.91e-41
PCED1B	ENSG00000179715.12	3.240	17.445	-2.121	1.14e-44
PIPOX	ENSG00000179761.11	2.440	0.195	1.525	6.00e-58
PCBP1-AS1	ENSG00000179818.13	57.811	13.115	2.059	3.85e-83
MYADM	ENSG00000179820.15	197.607	47.710	2.028	5.66e-45
MROH1	ENSG00000179832.17	32.329	10.200	1.573	5.02e-51
SERTAD2	ENSG00000179833.4	35.631	9.845	1.756	1.93e-73
PIK3CD-AS1	ENSG00000179840.5	5.520	0.000	2.705	6.91e-108
ZNF154	ENSG00000179909.15	6.410	0.240	2.579	3.41e-45
R3HDM2	ENSG00000179912.19	60.408	16.410	1.819	2.08e-70
GPBAR1	ENSG00000179921.14	2.380	0.050	1.687	3.19e-25
GOLGA8J	ENSG00000179938.12	1.420	0.030	1.232	1.63e-48
PPP1R14BP3	ENSG00000179967.11	18.301	6.025	1.458	1.97e-49
RP11-1319K7.1	ENSG00000179978.11	19.910	1.715	2.945	1.29e-66
TSHZ1	ENSG00000179981.9	11.700	3.550	1.481	1.06e-58
RP11-756P10.3	ENSG00000180015.12	0.450	2.595	-1.310	4.18e-74
TMEM150B	ENSG00000180061.9	5.540	1.970	1.139	3.93e-11
SEP1	ENSG00000180096.11	11.640	3.835	1.386	1.59e-26
RPS12P23	ENSG00000180172.6	4.850	0.320	2.148	3.36e-21
FAR2P1	ENSG00000180178.10	0.000	1.045	-1.032	4.16e-171
HMGB1P14	ENSG00000180189.10	6.300	0.135	2.685	2.60e-83
RCC1	ENSG00000180198.15	35.280	79.470	-1.149	4.83e-45
RP1-278E11.3	ENSG00000180211.5	1.490	5.890	-1.468	1.59e-46
TPT1P10	ENSG00000180221.6	2.060	0.000	1.614	1.65e-54
ZNRF2	ENSG00000180233.10	14.630	3.205	1.894	7.91e-71
FGD6	ENSG00000180263.13	1.370	5.120	-1.369	4.69e-27
KCTD4	ENSG00000180332.6	1.140	0.000	1.098	1.84e-47
HCLS1	ENSG00000180353.10	156.183	33.345	2.194	3.96e-81
MTURN	ENSG00000180354.15	18.690	7.240	1.257	3.13e-16
ZNF609	ENSG00000180357.9	39.650	15.035	1.342	3.99e-37
HMHA1	ENSG00000180448.10	85.330	9.655	3.018	1.43e-77
ZNF571	ENSG00000180479.13	5.700	1.730	1.295	6.89e-25
FAM73A	ENSG00000180488.14	6.940	2.055	1.378	2.67e-64
KCNE1	ENSG00000180509.11	2.720	0.060	1.811	3.85e-25
RNF182	ENSG00000180537.12	0.060	11.645	-3.576	1.91e-98
FUT7	ENSG00000180549.7	6.690	0.010	2.929	3.17e-65
HIST1H2AC	ENSG00000180573.9	25.021	161.181	-2.640	9.24e-56
SRP9P1	ENSG00000180581.7	4.530	97.220	-4.151	6.74e-71
HIST1H2BC	ENSG00000180596.7	5.300	63.044	-3.346	8.99e-66
ZBTB12P1	ENSG00000180610.10	3.900	0.200	2.030	8.56e-80
ZNF594	ENSG00000180626.9	5.100	1.035	1.584	1.94e-39
OR2A4	ENSG00000180658.3	0.000	1.235	-1.160	5.77e-53
YOD1	ENSG00000180667.10	8.280	32.676	-1.860	6.00e-55
SMG1P3	ENSG00000180747.15	146.159	13.640	3.329	1.53e-82
GPR157	ENSG00000180758.11	1.120	0.050	1.014	2.24e-30
SLC36A4	ENSG00000180773.14	20.831	4.775	1.918	1.10e-41
ZDHHC20	ENSG00000180776.15	40.029	8.805	2.065	1.40e-62
ZFP3	ENSG00000180787.5	3.940	0.010	2.290	4.55e-58
HOXC9	ENSG00000180806.4	0.000	6.990	-2.998	3.86e-152
PPA1	ENSG00000180817.11	92.738	275.297	-1.560	1.20e-36
PSMG4	ENSG00000180822.11	13.130	48.775	-1.817	2.92e-79
MAP6D1	ENSG00000180834.7	3.470	0.560	1.519	3.48e-58
FAM83H	ENSG00000180921.6	1.420	13.705	-2.603	7.26e-65
MRPL14	ENSG00000180992.6	14.180	79.765	-2.412	1.54e-111
NQO1	ENSG00000181019.12	3.910	109.663	-4.494	1.52e-142
RPH3AL	ENSG00000181031.15	2.740	0.800	1.055	4.67e-23
FCRL6	ENSG00000181036.13	2.300	0.000	1.722	4.19e-37
HIGD1A	ENSG00000181061.13	38.910	139.275	-1.813	9.51e-68
MAPK15	ENSG00000181085.14	0.260	11.085	-3.262	1.15e-99
NPM1	ENSG00000181163.13	1088.102	2980.522	-1.453	3.67e-56
HIST3H2A	ENSG00000181218.5	0.290	80.741	-5.986	3.05e-105
POLR2A	ENSG00000181222.14	95.922	44.149	1.102	6.24e-34
RP4-682C21.2	ENSG00000181227.3	5.290	1.015	1.642	4.24e-52
SLC25A41	ENSG00000181240.13	0.030	2.655	-1.827	3.96e-209
TMEM136	ENSG00000181264.8	0.170	1.960	-1.339	2.45e-9
TMEM102	ENSG00000181284.2	8.160	3.230	1.115	1.88e-35
ZNF322	ENSG00000181315.10	6.040	14.375	-1.127	6.14e-39
NME9	ENSG00000181322.13	2.880	0.300	1.578	1.59e-72
LRRC75A	ENSG00000181350.11	5.290	0.590	1.984	4.50e-68
SAGE1	ENSG00000181433.9	0.000	15.650	-4.057	5.83e-68
TMEM45A	ENSG00000181458.10	0.430	4.010	-1.809	6.23e-51
RNF135	ENSG00000181481.13	19.970	0.040	4.334	8.75e-135
SETD2	ENSG00000181555.19	41.271	19.440	1.048	4.46e-33
MEX3D	ENSG00000181588.16	1.300	7.120	-1.820	2.00e-61
OR52D1	ENSG00000181609.5	0.050	1.420	-1.205	7.28e-105
MRPS23	ENSG00000181610.12	17.890	66.105	-1.829	3.77e-103
GPR135	ENSG00000181619.11	2.980	0.795	1.149	2.71e-38
SLX1B	ENSG00000181625.17	27.889	7.035	1.846	4.02e-52
P2RY13	ENSG00000181631.6	7.920	0.000	3.157	8.04e-39
PHLDA2	ENSG00000181649.5	0.330	27.305	-4.412	6.61e-127
HKR1	ENSG00000181666.17	36.111	1.040	4.185	8.84e-133
PLAG1	ENSG00000181690.7	0.600	2.370	-1.075	2.67e-6
ZBTB20	ENSG00000181722.15	13.430	0.525	3.243	1.92e-82
FDX1P1	ENSG00000181741.7	3.570	0.140	2.003	5.08e-76
GPR3	ENSG00000181773.6	1.520	10.430	-2.181	1.82e-87
SLC9A9	ENSG00000181804.14	2.920	0.070	1.873	3.91e-33
LSM10	ENSG00000181817.5	24.330	50.744	-1.031	9.40e-37
RELL1	ENSG00000181826.9	11.490	0.615	2.951	1.11e-86
RFX7	ENSG00000181827.14	21.110	9.124	1.127	3.93e-24
TIGIT	ENSG00000181847.11	1.230	0.000	1.157	1.78e-37
SNRPE	ENSG00000182004.12	137.176	363.584	-1.400	1.04e-74
PNMAL1	ENSG00000182013.17	0.020	16.765	-4.122	2.42e-132
USH1G	ENSG00000182040.8	0.000	1.100	-1.070	3.57e-182
TRPC2	ENSG00000182048.11	3.650	0.175	1.985	3.20e-37
WRB	ENSG00000182093.14	21.690	46.646	-1.070	3.00e-49
TNRC18	ENSG00000182095.14	126.429	20.705	2.554	1.03e-85
RP11-69E11.4	ENSG00000182109.7	6.790	0.540	2.339	2.35e-36
NOP10	ENSG00000182117.5	77.918	212.003	-1.432	5.03e-73
FAM89A	ENSG00000182118.5	4.370	25.755	-2.317	1.65e-37
TDRKH	ENSG00000182134.15	2.170	16.205	-2.440	1.84e-67
ZNF708	ENSG00000182141.9	15.940	4.730	1.564	1.56e-38
ERCC6L2	ENSG00000182150.15	21.209	9.465	1.086	4.48e-22
MRPL41	ENSG00000182154.7	10.860	49.000	-2.076	4.70e-55
P2RY8	ENSG00000182162.9	63.359	0.295	5.635	4.84e-149
UBA7	ENSG00000182179.10	177.576	7.745	4.352	3.28e-113
MRPS16	ENSG00000182180.13	38.609	161.847	-2.040	2.23e-113
FAM159A	ENSG00000182183.14	3.700	0.000	2.233	2.64e-39
LDOC1	ENSG00000182195.7	0.500	5.540	-2.124	3.61e-26
SHMT2	ENSG00000182199.10	46.629	157.908	-1.738	2.93e-75
UBE2E2	ENSG00000182247.9	20.910	2.715	2.560	1.95e-38
GABRG3	ENSG00000182256.12	0.000	5.945	-2.796	2.17e-266
PRR34	ENSG00000182257.6	1.070	0.000	1.050	2.18e-33
IZUMO1	ENSG00000182264.8	0.060	1.475	-1.223	5.47e-71
SPACA6P	ENSG00000182310.12	1.770	12.625	-2.298	1.18e-57
PDSS1P1	ENSG00000182347.10	1.680	0.030	1.380	3.77e-41
KBTBD3	ENSG00000182359.14	3.390	8.825	-1.162	1.08e-40
RP5-1142A6.8	ENSG00000182376.2	1.590	0.050	1.303	2.09e-54
NXPH4	ENSG00000182379.9	0.080	3.260	-1.980	2.34e-160
TEX19	ENSG00000182459.4	0.000	3.575	-2.194	4.47e-255
EXOC7	ENSG00000182473.20	67.162	19.241	1.752	5.46e-75
KPNA2	ENSG00000182481.8	54.439	203.967	-1.886	1.13e-72
NCF1B	ENSG00000182487.12	13.430	0.515	3.252	1.02e-35
FES	ENSG00000182511.11	105.083	0.825	5.861	6.22e-149
MXRA7	ENSG00000182534.13	7.280	21.929	-1.470	8.36e-15
LIMK2	ENSG00000182541.17	25.221	6.830	1.744	1.81e-63
SPNS3	ENSG00000182557.7	37.859	0.000	5.280	3.70e-73
SATB1	ENSG00000182568.16	103.579	0.410	6.213	6.03e-152
VCX	ENSG00000182583.12	0.000	11.700	-3.667	1.14e-207
EPGN	ENSG00000182585.9	2.540	0.100	1.686	5.89e-19
