GeneSymbol	GeneID	MedianTumor	MedianNormal	Log2FoldChange	adjp
OCIAD2	ENSG00000145247.11	169.559	50.481	1.728	8.31e-193
SCD5	ENSG00000145284.11	55.460	19.500	1.462	4.58e-92
SNCA	ENSG00000145335.15	4.115	10.020	-1.107	3.37e-77
USP53	ENSG00000145390.11	4.490	13.470	-1.398	2.15e-140
SFRP2	ENSG00000145423.4	9.735	43.419	-2.049	6.70e-36
PDGFC	ENSG00000145431.10	22.235	9.660	1.124	2.47e-70
NKD2	ENSG00000145506.13	0.810	3.660	-1.364	2.34e-57
OSMR	ENSG00000145623.12	7.655	21.209	-1.360	1.87e-69
IQGAP2	ENSG00000145703.15	8.915	22.270	-1.231	4.19e-38
GABRB2	ENSG00000145864.12	14.460	0.090	3.826	8.17e-148
KLHL3	ENSG00000146021.14	2.470	10.130	-1.681	1.28e-133
FAM193B	ENSG00000146067.15	20.090	105.492	-2.336	6.37e-173
TNFRSF21	ENSG00000146072.6	11.445	3.910	1.342	1.26e-59
RNF44	ENSG00000146083.11	18.755	46.122	-1.254	3.26e-129
FGD2	ENSG00000146192.14	1.910	9.330	-1.828	2.53e-110
SCUBE3	ENSG00000146197.8	6.015	27.940	-2.045	5.24e-86
FAXC	ENSG00000146267.11	13.575	2.070	2.247	2.69e-138
RNF217	ENSG00000146373.16	4.020	11.100	-1.269	6.07e-127
RSPO3	ENSG00000146374.13	0.270	2.820	-1.589	3.09e-157
SHPRH	ENSG00000146414.15	2.375	6.470	-1.146	7.71e-135
VIP	ENSG00000146469.12	0.210	2.100	-1.357	4.46e-143
SDK1	ENSG00000146555.18	4.120	1.040	1.328	1.04e-46
SSC4D	ENSG00000146700.8	1.610	4.720	-1.132	1.53e-34
GIGYF1	ENSG00000146830.9	13.350	39.560	-1.499	1.45e-149
ZC3HAV1L	ENSG00000146858.7	1.080	4.010	-1.268	6.50e-130
TMEM47	ENSG00000147027.3	6.145	15.180	-1.179	6.08e-77
SYTL5	ENSG00000147041.11	5.190	0.110	2.479	4.80e-113
SPIN2A	ENSG00000147059.8	0.220	1.590	-1.086	1.69e-196
SLC16A2	ENSG00000147100.9	6.155	14.800	-1.143	1.72e-46
OGT	ENSG00000147162.13	36.625	114.809	-1.622	1.60e-117
FRMPD3	ENSG00000147234.10	1.215	5.270	-1.501	3.94e-118
IGSF1	ENSG00000147255.17	76.755	3.490	4.114	2.37e-117
GPC3	ENSG00000147257.13	0.500	20.189	-3.820	1.83e-268
HMBOX1	ENSG00000147421.17	10.070	26.500	-1.313	8.21e-175
GNRH1	ENSG00000147437.9	0.765	4.140	-1.542	3.72e-137
TACC1	ENSG00000147526.19	19.225	51.810	-1.385	1.41e-120
SLC26A7	ENSG00000147606.8	27.435	266.353	-3.233	4.86e-111
SYBU	ENSG00000147642.16	4.695	14.340	-1.430	5.00e-86
VLDLR	ENSG00000147852.15	6.005	15.030	-1.194	2.29e-56
UHRF2	ENSG00000147854.16	11.390	29.100	-1.281	2.89e-157
MRRF	ENSG00000148187.17	16.950	37.491	-1.101	2.49e-158
NR6A1	ENSG00000148200.16	1.775	5.690	-1.270	4.10e-135
SLC25A25	ENSG00000148339.12	9.140	21.230	-1.132	2.56e-82
FAM73B	ENSG00000148343.18	14.040	37.309	-1.349	1.54e-168
LCN2	ENSG00000148346.11	27.930	2.650	2.987	3.89e-60
HMCN2	ENSG00000148357.16	0.450	4.300	-1.870	1.23e-144
INPP5E	ENSG00000148384.11	5.590	15.650	-1.337	4.92e-171
NOTCH1	ENSG00000148400.9	4.635	12.540	-1.265	3.80e-96
ZEB1	ENSG00000148516.21	4.715	14.450	-1.435	3.52e-135
FAM13C	ENSG00000148541.12	1.915	7.180	-1.489	2.35e-139
SERPING1	ENSG00000149131.15	140.059	364.910	-1.375	7.03e-79
SLC43A1	ENSG00000149150.8	3.395	15.540	-1.912	1.07e-130
NCAM1	ENSG00000149294.16	5.300	27.851	-2.195	5.43e-91
ST14	ENSG00000149418.10	85.224	35.289	1.249	9.13e-125
FEZ1	ENSG00000149557.12	2.360	12.400	-1.996	6.89e-197
MPZL2	ENSG00000149573.8	140.263	40.610	1.763	3.41e-82
SIDT2	ENSG00000149577.15	23.205	52.399	-1.141	5.70e-152
TAGLN	ENSG00000149591.16	124.490	559.540	-2.159	4.02e-116
KIAA1755	ENSG00000149633.11	0.470	3.000	-1.444	1.28e-111
SPATA25	ENSG00000149634.4	0.640	2.280	-1.000	5.47e-146
ORAOV1	ENSG00000149716.12	10.910	23.710	-1.053	2.08e-109
TAOK2	ENSG00000149930.17	20.115	41.469	-1.008	7.09e-103
HMGA2	ENSG00000149948.13	10.785	0.190	3.308	9.91e-168
FCGR1A	ENSG00000150337.13	6.960	2.540	1.169	1.21e-41
KIAA1328	ENSG00000150477.14	2.500	6.330	-1.066	2.55e-169
FAM124A	ENSG00000150510.15	0.430	2.670	-1.360	1.65e-151
GPM6A	ENSG00000150625.16	1.095	7.720	-2.057	7.05e-133
PRSS23	ENSG00000150687.11	91.208	35.839	1.324	9.40e-36
IL18	ENSG00000150782.11	10.310	4.420	1.061	2.03e-23
ITPR1	ENSG00000150995.17	8.465	38.940	-2.077	2.78e-110
PRSS53	ENSG00000151006.7	0.200	2.460	-1.528	7.08e-186
KCTD14	ENSG00000151364.15	19.225	8.180	1.140	1.27e-95
THRSP	ENSG00000151365.2	13.255	1.350	2.601	8.51e-113
FRMD4A	ENSG00000151474.19	6.190	17.370	-1.353	1.53e-138
ZNF385D	ENSG00000151789.9	0.445	2.100	-1.101	1.57e-70
GFRA1	ENSG00000151892.14	0.150	2.540	-1.622	1.11e-179
TIAL1	ENSG00000151923.17	39.710	93.002	-1.207	2.54e-163
GLT1D1	ENSG00000151948.11	5.935	0.670	2.054	7.44e-161
KCNE4	ENSG00000152049.6	3.120	8.160	-1.153	5.29e-80
TMEM163	ENSG00000152128.13	9.155	1.130	2.253	1.26e-73
HSPB8	ENSG00000152137.6	13.075	31.241	-1.196	5.78e-44
TMEM178A	ENSG00000152154.10	2.195	12.840	-2.115	1.32e-161
SETBP1	ENSG00000152217.16	1.820	5.390	-1.180	2.58e-142
TCF7L1	ENSG00000152284.4	5.310	33.770	-2.462	1.73e-162
SH2D6	ENSG00000152292.16	0.400	6.580	-2.437	2.72e-184
ZSCAN1	ENSG00000152467.9	1.335	5.360	-1.446	1.25e-92
ZFP36L2	ENSG00000152518.6	80.870	196.664	-1.272	4.03e-109
PLEKHH2	ENSG00000152527.13	1.065	8.020	-2.127	1.48e-198
IGSF10	ENSG00000152580.8	0.130	4.390	-2.254	2.27e-218
SPEF2	ENSG00000152582.12	4.665	11.980	-1.196	5.46e-119
SPARCL1	ENSG00000152583.12	88.821	367.932	-2.038	7.00e-109
SLC16A12	ENSG00000152779.13	1.075	3.720	-1.186	1.73e-47
ZNF117	ENSG00000152926.14	3.630	9.360	-1.162	2.06e-92
STK32B	ENSG00000152953.12	0.260	1.690	-1.094	5.57e-180
PLA2R1	ENSG00000153246.11	3.765	48.509	-3.377	5.81e-200
RBMS1	ENSG00000153250.17	15.425	34.451	-1.110	1.31e-114
SLC25A27	ENSG00000153291.15	8.355	78.113	-3.080	4.51e-169
PLEKHG4B	ENSG00000153404.13	0.745	4.240	-1.586	7.34e-124
PTPRD	ENSG00000153707.15	1.625	5.300	-1.263	1.11e-49
PID1	ENSG00000153823.18	0.500	14.800	-3.397	2.95e-294
KCTD15	ENSG00000153885.14	7.600	23.730	-1.524	6.48e-130
LGI4	ENSG00000153902.13	1.210	23.930	-3.496	5.03e-238
SREK1	ENSG00000153914.15	24.195	67.241	-1.438	1.10e-136
SEMA3D	ENSG00000153993.13	0.440	13.320	-3.314	1.83e-101
ROBO4	ENSG00000154133.14	10.235	27.089	-1.322	5.03e-67
ROBO3	ENSG00000154134.14	2.785	28.889	-2.981	5.48e-220
TBRG1	ENSG00000154144.12	17.710	37.149	-1.028	1.93e-145
UCHL1	ENSG00000154277.12	8.300	19.610	-1.148	7.53e-57
TDH	ENSG00000154316.14	0.170	2.760	-1.684	2.64e-150
FAM167A	ENSG00000154319.14	7.405	25.160	-1.638	8.32e-29
PGM5	ENSG00000154330.12	2.275	12.760	-2.071	2.46e-178
LONRF1	ENSG00000154359.12	9.910	22.409	-1.101	1.55e-112
PDLIM3	ENSG00000154553.13	6.190	47.891	-2.765	5.74e-166
SORBS2	ENSG00000154556.17	35.779	113.267	-1.635	1.74e-59
TMSB4Y	ENSG00000154620.5	0.000	1.280	-1.189	1.73e-16
L3MBTL4	ENSG00000154655.14	1.600	5.180	-1.249	1.28e-128
JAM2	ENSG00000154721.14	5.120	13.620	-1.256	1.81e-103
FLCN	ENSG00000154803.12	17.720	43.030	-1.234	1.60e-117
PLCL2	ENSG00000154822.15	1.455	3.970	-1.018	2.86e-112
SLC25A28	ENSG00000155287.10	26.580	63.782	-1.232	1.53e-195
SLA	ENSG00000155926.13	6.765	38.689	-2.354	1.10e-117
PSD3	ENSG00000156011.16	11.165	2.910	1.638	2.62e-114
GNA14	ENSG00000156049.6	3.405	12.710	-1.638	2.87e-70
TIAM1	ENSG00000156299.12	8.250	1.180	2.085	1.45e-112
RPGR	ENSG00000156313.12	4.920	16.740	-1.583	8.32e-175
TDRD9	ENSG00000156414.18	3.690	37.809	-3.049	1.58e-129
HKDC1	ENSG00000156510.12	1.380	4.320	-1.161	3.03e-39
VPS8	ENSG00000156931.15	10.495	26.711	-1.269	1.45e-162
EXOG	ENSG00000157036.12	3.485	8.160	-1.030	7.76e-123
SMG1	ENSG00000157106.16	7.625	18.610	-1.185	5.27e-127
TMEM171	ENSG00000157111.12	4.525	21.180	-2.005	4.47e-88
TIMP4	ENSG00000157150.4	0.315	13.350	-3.448	3.35e-190
LRP8	ENSG00000157193.14	7.785	25.451	-1.590	7.01e-62
STEAP2	ENSG00000157214.13	1.175	6.540	-1.794	5.85e-169
RP11-66N24.4	ENSG00000157306.14	1.325	10.980	-2.365	7.78e-210
KIT	ENSG00000157404.15	2.610	14.980	-2.146	3.89e-74
MUM1L1	ENSG00000157502.12	1.345	9.820	-2.206	1.25e-110
TSC22D3	ENSG00000157514.16	103.568	303.320	-1.541	9.03e-81
KCNJ15	ENSG00000157551.17	91.233	25.729	1.787	2.29e-74
ERG	ENSG00000157554.18	4.195	10.650	-1.165	2.40e-96
ETS2	ENSG00000157557.11	24.510	53.719	-1.101	1.40e-100
SVOPL	ENSG00000157703.15	2.415	0.420	1.266	2.79e-71
UBN2	ENSG00000157741.14	2.320	6.110	-1.099	2.30e-158
SLC34A2	ENSG00000157765.11	527.471	16.520	4.915	5.89e-71
WDR19	ENSG00000157796.17	20.345	61.290	-1.545	1.07e-155
TNFRSF14	ENSG00000157873.17	36.571	107.611	-1.532	6.88e-111
RADIL	ENSG00000157927.16	0.435	4.880	-2.035	1.09e-233
SLC30A2	ENSG00000158014.14	24.370	9.640	1.254	2.09e-25
MRPL17	ENSG00000158042.8	78.525	38.069	1.025	6.13e-169
GRHL3	ENSG00000158055.15	1.980	0.090	1.451	1.59e-117
UBXN11	ENSG00000158062.20	27.729	79.022	-1.478	2.50e-151
RHPN1	ENSG00000158106.12	26.105	68.859	-1.366	2.36e-85
FAM46B	ENSG00000158246.7	1.900	5.200	-1.096	6.09e-58
RNF207	ENSG00000158286.12	5.025	30.311	-2.378	1.80e-153
SHROOM4	ENSG00000158352.15	9.125	4.050	1.004	6.96e-55
GDPD5	ENSG00000158555.14	1.900	10.380	-1.972	6.13e-164
RNF166	ENSG00000158717.10	8.830	21.230	-1.177	4.73e-128
ZNF276	ENSG00000158805.11	9.555	36.990	-1.848	4.51e-194
FGF17	ENSG00000158815.10	0.330	7.320	-2.645	6.43e-192
FAM160B2	ENSG00000158863.21	30.299	118.274	-1.930	6.55e-177
MPZ	ENSG00000158887.15	1.050	4.830	-1.508	3.24e-169
PAXBP1	ENSG00000159086.14	9.755	30.439	-1.548	1.18e-140
LAD1	ENSG00000159166.13	23.795	3.450	2.478	2.50e-167
STC1	ENSG00000159167.11	10.015	23.890	-1.176	1.38e-40
HK2	ENSG00000159399.9	19.900	6.280	1.522	1.14e-91
STARD9	ENSG00000159433.11	0.980	4.440	-1.458	3.86e-147
SPON2	ENSG00000159674.11	3.230	15.020	-1.921	1.83e-114
ZFYVE28	ENSG00000159733.13	5.825	15.260	-1.252	5.46e-120
NPR2	ENSG00000159899.14	4.490	19.601	-1.908	1.98e-145
PTGIR	ENSG00000160013.8	1.410	14.330	-2.669	2.00e-189
TMEM234	ENSG00000160055.19	19.990	44.399	-1.113	1.12e-107
TFF3	ENSG00000160180.15	17.065	1698.799	-6.556	5.41e-148
TFF2	ENSG00000160181.8	0.000	2.360	-1.748	4.60e-152
TFF1	ENSG00000160182.2	0.000	1.180	-1.124	2.45e-141
TMPRSS3	ENSG00000160183.13	1.450	6.280	-1.571	6.72e-78
PDE9A	ENSG00000160191.17	20.890	8.720	1.171	3.12e-95
CBS	ENSG00000160200.17	14.320	46.070	-1.619	4.62e-70
ITGB2	ENSG00000160255.16	24.750	9.520	1.291	2.87e-31
FTCD	ENSG00000160282.13	0.170	1.350	-1.006	2.73e-92
LSS	ENSG00000160285.14	10.390	23.840	-1.125	2.42e-171
MCM3AP	ENSG00000160294.10	25.205	52.091	-1.019	3.42e-163
RDH13	ENSG00000160439.15	9.205	23.930	-1.289	6.20e-182
TLCD1	ENSG00000160606.10	16.985	6.310	1.299	2.94e-137
PCSK7	ENSG00000160613.12	12.055	30.589	-1.275	4.86e-153
S100A1	ENSG00000160678.11	985.047	146.503	2.741	2.74e-167
FAM189B	ENSG00000160767.20	6.870	14.840	-1.009	1.79e-140
NBEAL2	ENSG00000160796.16	11.815	38.759	-1.633	4.68e-109
PTH1R	ENSG00000160801.13	0.655	6.180	-2.117	6.83e-156
MYL3	ENSG00000160808.9	0.180	1.930	-1.312	3.09e-90
LY6E	ENSG00000160932.10	218.728	92.462	1.233	1.88e-24
MUM1	ENSG00000160953.14	15.460	39.121	-1.285	2.57e-151
LRRC14	ENSG00000160959.7	11.470	32.390	-1.421	5.59e-168
ZNF333	ENSG00000160961.11	4.135	13.830	-1.530	7.72e-195
U2AF1L4	ENSG00000161265.14	25.050	72.720	-1.501	9.94e-148
IKZF3	ENSG00000161405.16	2.440	0.510	1.188	7.44e-46
GRIN2C	ENSG00000161509.13	1.230	22.150	-3.376	7.54e-126
PRPSAP1	ENSG00000161542.16	39.560	85.419	-1.091	6.80e-119
SRSF2	ENSG00000161547.14	89.514	192.537	-1.096	5.04e-157
ZNF577	ENSG00000161551.12	13.735	30.420	-1.092	5.70e-89
TMEM143	ENSG00000161558.10	4.025	11.390	-1.302	2.40e-164
ITGA5	ENSG00000161638.10	20.815	60.379	-1.492	9.28e-94
MPP3	ENSG00000161647.18	2.255	8.520	-1.548	7.15e-127
FAM171A2	ENSG00000161682.14	5.985	2.310	1.077	5.75e-56
PLCD3	ENSG00000161714.11	85.277	12.520	2.674	1.15e-101
GRASP	ENSG00000161835.10	7.010	34.251	-2.138	4.34e-147
IP6K3	ENSG00000161896.10	1.295	9.420	-2.183	2.26e-125
FGF11	ENSG00000161958.10	2.475	8.930	-1.515	4.96e-68
WDR90	ENSG00000161996.17	13.575	64.048	-2.158	8.18e-178
SPSB3	ENSG00000162032.15	36.410	79.959	-1.114	5.12e-125
ZNF75A	ENSG00000162086.14	12.775	29.400	-1.142	7.57e-146
SHANK2	ENSG00000162105.16	1.925	9.410	-1.831	7.40e-130
TAF6L	ENSG00000162227.7	12.535	30.610	-1.224	6.40e-152
NXF1	ENSG00000162231.13	70.665	153.542	-1.109	5.41e-75
SLC25A45	ENSG00000162241.12	8.415	25.270	-1.480	7.70e-128
ITIH3	ENSG00000162267.12	0.270	2.470	-1.450	4.31e-167
TPCN2	ENSG00000162341.15	3.325	10.620	-1.426	3.60e-188
PDZK1IP1	ENSG00000162366.7	52.536	1.280	4.553	1.67e-115
TAL1	ENSG00000162367.11	1.110	6.880	-1.901	7.17e-174
SLC1A7	ENSG00000162383.11	0.060	1.880	-1.442	1.52e-176
SLC25A34	ENSG00000162461.7	0.720	3.970	-1.531	2.03e-156
PDPN	ENSG00000162493.16	1.190	5.260	-1.515	4.56e-90
TSSK3	ENSG00000162526.6	0.685	3.950	-1.555	1.62e-157
SCNN1D	ENSG00000162572.19	1.405	6.010	-1.543	4.81e-114
MEGF6	ENSG00000162591.15	2.990	16.720	-2.151	6.74e-144
MYSM1	ENSG00000162601.9	5.770	18.010	-1.490	2.05e-162
FUBP1	ENSG00000162613.16	59.900	122.496	-1.020	4.33e-137
NEXN	ENSG00000162614.18	2.045	11.450	-2.032	1.33e-156
GBP2	ENSG00000162645.12	54.018	26.040	1.025	1.51e-11
HFM1	ENSG00000162669.15	0.390	2.940	-1.503	1.47e-208
KCNT2	ENSG00000162687.16	0.420	2.390	-1.255	1.83e-113
OLFML2B	ENSG00000162745.10	7.035	19.920	-1.380	5.21e-76
SNED1	ENSG00000162804.13	6.595	37.250	-2.332	1.11e-187
MT2P1	ENSG00000162840.4	0.000	3.630	-2.211	4.25e-81
KLHDC8A	ENSG00000162873.14	16.360	0.520	3.514	6.84e-182
PKDCC	ENSG00000162878.12	2.275	29.751	-3.231	8.98e-214
NOSTRIN	ENSG00000163072.14	7.210	23.740	-1.591	3.64e-86
INHBB	ENSG00000163083.5	43.960	18.460	1.208	1.28e-24
MSX1	ENSG00000163132.6	1.305	8.230	-2.002	2.14e-175
S100A11	ENSG00000163191.5	896.275	340.119	1.395	1.27e-103
S100A9	ENSG00000163220.10	17.355	63.241	-1.807	1.98e-42
S100A12	ENSG00000163221.8	0.160	2.750	-1.693	3.54e-123
TGFA	ENSG00000163235.15	25.030	3.630	2.491	1.39e-169
TDRD10	ENSG00000163239.12	4.530	16.400	-1.654	3.20e-94
IGFN1	ENSG00000163395.16	2.440	66.329	-4.291	5.41e-98
FSTL1	ENSG00000163430.9	26.865	77.358	-1.492	1.10e-107
LMOD1	ENSG00000163431.12	5.445	38.759	-2.625	7.70e-171
IGFBP7	ENSG00000163453.11	350.628	1012.986	-1.528	1.42e-107
TMEM79	ENSG00000163472.18	9.805	3.930	1.132	4.27e-53
STK36	ENSG00000163482.11	12.565	66.611	-2.317	1.99e-170
TGFBR2	ENSG00000163513.17	27.360	93.623	-1.738	3.78e-118
FBLN2	ENSG00000163520.13	8.855	54.890	-2.504	2.28e-145
NFASC	ENSG00000163531.15	0.780	6.780	-2.128	2.32e-199
NUAK2	ENSG00000163545.8	6.910	16.560	-1.151	7.29e-78
KIAA1407	ENSG00000163617.10	4.740	11.500	-1.123	2.36e-132
PRICKLE2	ENSG00000163637.11	3.255	8.340	-1.134	6.34e-105
TIPARP	ENSG00000163659.12	31.405	13.130	1.197	7.49e-38
PTX3	ENSG00000163661.3	0.490	3.000	-1.425	1.83e-134
SMIM14	ENSG00000163683.11	37.165	17.881	1.015	2.84e-75
PCOLCE2	ENSG00000163710.7	0.785	9.950	-2.617	1.14e-153
TTC14	ENSG00000163728.10	12.550	54.168	-2.026	8.89e-173
SNRK	ENSG00000163788.13	12.860	28.120	-1.071	2.59e-101
NMNAT3	ENSG00000163864.14	3.560	8.570	-1.070	5.88e-99
KLF15	ENSG00000163884.3	1.695	9.650	-1.983	5.29e-130
LIPH	ENSG00000163898.9	19.775	0.160	4.163	3.37e-207
HEYL	ENSG00000163909.7	4.760	16.590	-1.611	5.99e-81
UVSSA	ENSG00000163945.15	2.710	17.080	-2.285	2.37e-184
S100P	ENSG00000163993.6	0.290	1.670	-1.049	4.54e-73
ZNF589	ENSG00000164048.13	7.850	19.981	-1.245	7.81e-149
PLXNB1	ENSG00000164050.12	55.691	191.725	-1.765	2.74e-113
INTU	ENSG00000164066.12	3.040	8.300	-1.203	6.73e-114
HAND2	ENSG00000164107.8	0.295	4.470	-2.079	6.64e-179
NPY1R	ENSG00000164128.6	2.450	6.280	-1.077	1.74e-46
PRMT9	ENSG00000164169.12	6.835	16.210	-1.135	1.88e-152
ITGA2	ENSG00000164171.10	6.830	1.240	1.806	1.77e-100
RANBP3L	ENSG00000164188.8	0.300	1.830	-1.122	9.69e-112
STARD4	ENSG00000164211.12	2.575	7.760	-1.293	3.62e-140
ESM1	ENSG00000164283.12	6.120	1.300	1.630	2.88e-59
KLKB1	ENSG00000164344.15	0.430	1.860	-1.000	1.59e-114
FOXQ1	ENSG00000164379.5	8.145	0.880	2.282	4.38e-95
LEAP2	ENSG00000164406.7	0.710	5.480	-1.922	1.41e-202
PI16	ENSG00000164530.13	1.010	18.270	-3.261	9.77e-120
RELL2	ENSG00000164620.8	1.920	5.450	-1.143	2.63e-108
SLC29A4	ENSG00000164638.10	1.770	10.200	-2.016	6.04e-85
STEAP1	ENSG00000164647.8	0.495	3.710	-1.656	3.74e-90
KIAA1324L	ENSG00000164659.14	3.405	9.340	-1.231	2.72e-75
USP49	ENSG00000164663.13	1.045	7.260	-2.014	2.24e-220
FABP5	ENSG00000164687.10	18.535	49.050	-1.357	3.55e-79
SOX17	ENSG00000164736.5	1.755	4.870	-1.091	8.90e-65
TNFRSF11B	ENSG00000164761.8	13.265	47.910	-1.778	1.32e-55
SBSPON	ENSG00000164764.10	0.350	2.930	-1.542	2.32e-199
PHKG1	ENSG00000164776.9	0.520	2.220	-1.083	1.04e-154
SUN1	ENSG00000164828.17	45.594	94.798	-1.040	3.68e-126
GPR146	ENSG00000164849.8	2.965	13.400	-1.861	1.50e-149
TMEM184A	ENSG00000164855.15	3.515	1.220	1.024	6.02e-45
NOS3	ENSG00000164867.10	6.645	15.960	-1.150	4.87e-52
MICALL2	ENSG00000164877.18	13.850	36.370	-1.331	7.89e-65
FASTK	ENSG00000164896.19	46.080	101.637	-1.124	1.74e-140
OSR2	ENSG00000164920.9	0.350	4.520	-2.032	3.03e-152
INTS8	ENSG00000164941.13	14.320	33.390	-1.167	1.16e-141
GEM	ENSG00000164949.7	4.560	16.050	-1.617	1.37e-66
FAM219A	ENSG00000164970.14	5.610	16.130	-1.374	1.63e-154
NFIL3	ENSG00000165030.3	9.375	22.969	-1.208	3.79e-79
ZMAT4	ENSG00000165061.14	0.305	10.080	-3.086	6.73e-95
MAMDC2	ENSG00000165072.9	1.130	7.400	-1.980	5.03e-139
SVEP1	ENSG00000165124.17	0.270	6.100	-2.483	5.39e-230
TMEM246	ENSG00000165152.8	1.040	4.550	-1.444	1.45e-52
FIGF	ENSG00000165197.4	0.070	1.620	-1.292	3.25e-184
WNK2	ENSG00000165238.16	0.905	4.510	-1.532	1.46e-166
NLGN4Y	ENSG00000165246.12	0.000	1.630	-1.395	3.73e-17
TRMT10B	ENSG00000165275.9	5.500	12.530	-1.058	4.69e-149
ZCCHC24	ENSG00000165424.6	7.690	19.880	-1.265	1.20e-128
INPPL1	ENSG00000165458.13	35.165	149.385	-2.056	1.83e-189
PCF11	ENSG00000165494.10	21.505	56.649	-1.357	1.17e-162
PKNOX2	ENSG00000165495.15	1.450	11.390	-2.338	1.51e-83
SDCCAG3	ENSG00000165689.16	17.400	41.280	-1.200	5.38e-156
TSC1	ENSG00000165699.13	6.290	18.970	-1.454	5.75e-179
METTL17	ENSG00000165792.17	27.575	96.388	-1.769	2.43e-187
NDRG2	ENSG00000165795.20	34.894	145.109	-2.025	9.69e-195
NSMF	ENSG00000165802.19	16.775	42.411	-1.288	1.16e-113
METTL3	ENSG00000165819.11	24.294	69.511	-1.479	2.23e-171
ERICH6B	ENSG00000165837.11	0.250	1.780	-1.153	2.92e-169
HSPA12A	ENSG00000165868.12	3.030	10.590	-1.524	9.36e-117
SLC39A13	ENSG00000165915.13	30.364	62.270	-1.012	1.30e-111
TC2N	ENSG00000165929.12	5.550	13.880	-1.184	2.50e-99
TCP11L2	ENSG00000166046.10	4.225	9.750	-1.041	1.90e-80
JAM3	ENSG00000166086.12	6.945	18.650	-1.306	2.06e-120
SPINT1	ENSG00000166145.14	140.857	46.189	1.588	2.42e-146
FBN1	ENSG00000166147.13	20.624	47.100	-1.153	1.42e-36
GABRB3	ENSG00000166206.13	1.345	4.020	-1.098	2.08e-32
SCN3B	ENSG00000166257.8	0.665	4.390	-1.695	4.41e-174
USP54	ENSG00000166348.17	32.910	90.021	-1.424	6.46e-108
TUB	ENSG00000166402.8	2.785	11.110	-1.678	1.41e-160
RIC3	ENSG00000166405.14	10.985	56.281	-2.257	1.03e-171
WDR72	ENSG00000166415.14	6.350	29.441	-2.050	2.23e-108
PLD4	ENSG00000166428.12	3.560	0.590	1.520	1.42e-87
ZMAT1	ENSG00000166432.14	11.535	48.110	-1.970	2.56e-143
TRIM66	ENSG00000166436.15	1.425	6.730	-1.672	1.14e-190
PRTG	ENSG00000166450.12	1.890	8.500	-1.717	1.75e-153
PKD1L2	ENSG00000166473.16	0.680	2.520	-1.067	1.06e-88
MFAP4	ENSG00000166482.11	5.295	90.993	-3.869	8.59e-170
NDST2	ENSG00000166507.16	9.495	24.920	-1.304	3.12e-158
RIMKLB	ENSG00000166532.15	15.580	51.129	-1.653	5.78e-178
RRAD	ENSG00000166592.11	6.080	13.800	-1.064	8.38e-26
ZNF606	ENSG00000166704.11	6.640	15.110	-1.076	1.48e-128
NNMT	ENSG00000166741.7	20.905	168.931	-2.956	2.38e-104
KIAA0101	ENSG00000166803.10	9.190	2.450	1.562	6.20e-124
LDHD	ENSG00000166816.13	4.675	14.430	-1.443	1.72e-59
PLIN1	ENSG00000166819.11	0.310	2.170	-1.275	3.63e-98
NAB2	ENSG00000166886.12	69.010	21.660	1.627	2.74e-68
SCG5	ENSG00000166922.8	42.435	6.280	2.577	3.45e-100
MAP1A	ENSG00000166963.12	1.230	4.110	-1.196	7.30e-105
RCCD1	ENSG00000166965.12	4.370	9.850	-1.015	2.83e-136
MBD6	ENSG00000166987.14	32.581	164.859	-2.304	2.56e-168
TMEM92	ENSG00000167105.7	2.590	0.020	1.815	2.00e-86
PRRX2	ENSG00000167157.10	1.835	7.830	-1.639	7.08e-99
KATNAL2	ENSG00000167216.16	3.940	20.281	-2.107	1.25e-139
IGF2	ENSG00000167244.17	3.245	10.730	-1.466	5.44e-46
ENTHD2	ENSG00000167302.9	10.190	57.791	-2.393	2.72e-186
PRRT2	ENSG00000167371.16	1.150	7.070	-1.908	5.43e-118
ZNF23	ENSG00000167377.17	4.940	13.260	-1.263	6.77e-147
SGK494	ENSG00000167524.14	1.400	9.580	-2.140	2.24e-178
KMT2D	ENSG00000167548.14	15.790	34.731	-1.090	6.37e-97
ZNF528	ENSG00000167555.13	10.605	22.710	-1.031	5.50e-110
NCKAP5L	ENSG00000167566.16	6.945	18.240	-1.276	2.47e-136
PROSER3	ENSG00000167595.14	5.700	16.000	-1.343	1.81e-128
NFKBID	ENSG00000167604.13	4.835	16.400	-1.576	7.51e-140
LENG8	ENSG00000167615.16	47.149	340.237	-2.825	4.44e-160
PPP1R14A	ENSG00000167641.10	4.460	17.930	-1.794	1.12e-93
PLIN4	ENSG00000167676.4	0.230	2.730	-1.600	1.48e-131
KIFC2	ENSG00000167702.11	6.600	35.779	-2.275	1.70e-139
SERPINF2	ENSG00000167711.13	0.780	5.910	-1.957	1.00e-115
GGT6	ENSG00000167741.10	2.465	0.220	1.506	9.33e-78
KLK1	ENSG00000167748.10	0.790	4.550	-1.633	4.10e-28
KLK4	ENSG00000167749.11	0.600	5.560	-2.036	3.40e-78
KLK2	ENSG00000167751.12	0.330	11.830	-3.270	1.15e-224
KLK11	ENSG00000167757.13	4.170	0.270	2.025	5.69e-53
KLK13	ENSG00000167759.12	1.980	0.310	1.186	1.64e-98
ZNF83	ENSG00000167766.18	21.905	94.503	-2.060	1.11e-154
KRT80	ENSG00000167767.13	6.675	0.650	2.218	6.52e-98
