GeneSymbol	GeneID	MedianTumor	MedianNormal	Log2FoldChange	adjp
RAN	ENSG00000132341.11	481.802	221.904	1.115	1.41e-109
PRKAA1	ENSG00000132356.11	16.630	34.301	-1.002	7.32e-38
SERPINF1	ENSG00000132386.10	168.756	495.863	-1.549	5.09e-56
PNISR	ENSG00000132424.14	33.020	94.739	-1.493	2.48e-84
MATN2	ENSG00000132561.13	8.350	56.211	-2.613	5.73e-127
HSPA12B	ENSG00000132622.10	3.250	15.170	-1.928	2.01e-119
PCNA	ENSG00000132646.10	117.270	35.131	1.711	1.97e-143
NES	ENSG00000132688.10	13.220	27.930	-1.025	4.17e-38
RAB25	ENSG00000132698.13	160.819	34.189	2.201	1.37e-111
MTL5	ENSG00000132749.10	21.070	5.180	1.836	7.40e-80
LPIN3	ENSG00000132793.11	6.600	19.631	-1.441	4.28e-59
WASF3	ENSG00000132970.12	2.130	11.600	-2.009	7.51e-150
LGR6	ENSG00000133067.17	1.010	6.530	-1.905	1.37e-46
SPG20	ENSG00000133104.12	21.360	46.659	-1.092	9.69e-62
EPSTI1	ENSG00000133106.14	10.010	4.450	1.014	9.23e-24
POSTN	ENSG00000133110.14	404.921	65.480	2.610	2.00e-71
KL	ENSG00000133116.7	0.320	2.350	-1.344	8.70e-169
SLC39A11	ENSG00000133195.11	43.299	13.980	1.564	3.66e-88
LGALS12	ENSG00000133317.14	0.560	20.770	-3.803	3.18e-133
RARRES3	ENSG00000133321.10	193.085	69.041	1.470	1.18e-22
HRASLS2	ENSG00000133328.3	4.250	1.340	1.166	5.30e-20
MYH11	ENSG00000133392.16	8.910	115.671	-3.557	1.30e-142
PDZD2	ENSG00000133401.15	3.260	10.080	-1.379	2.10e-93
GIMAP6	ENSG00000133561.15	7.390	20.609	-1.365	1.97e-67
ZNF767P	ENSG00000133624.13	4.810	11.480	-1.103	3.75e-49
TMEM254	ENSG00000133678.13	52.811	20.220	1.342	2.40e-65
TMTC1	ENSG00000133687.15	2.480	16.030	-2.291	1.15e-107
LRRCC1	ENSG00000133739.15	12.420	5.380	1.073	2.11e-36
LYVE1	ENSG00000133800.8	0.930	40.599	-4.430	6.40e-309
MICAL2	ENSG00000133816.13	21.891	6.830	1.548	3.76e-68
TTC9	ENSG00000133985.2	8.830	2.930	1.323	1.28e-41
MEIS2	ENSG00000134138.19	3.280	13.670	-1.777	9.33e-126
GSTM5	ENSG00000134201.10	1.730	15.990	-2.638	7.67e-123
VAV3	ENSG00000134215.15	63.399	16.460	1.883	1.02e-31
PSRC1	ENSG00000134222.16	7.620	2.680	1.228	4.86e-90
HMGCS2	ENSG00000134240.11	2.030	7.220	-1.440	2.99e-12
WNT2B	ENSG00000134245.17	0.520	2.100	-1.028	4.96e-87
NGF	ENSG00000134259.3	0.540	2.180	-1.046	7.15e-59
TMEM106C	ENSG00000134291.11	93.590	45.911	1.012	2.87e-45
RSAD2	ENSG00000134321.11	8.920	2.830	1.373	2.26e-29
LPIN1	ENSG00000134324.11	6.880	22.371	-1.568	4.02e-90
SAA2	ENSG00000134339.8	9.740	133.213	-3.643	2.83e-107
TIMM17A	ENSG00000134375.10	62.201	28.699	1.090	4.80e-121
GRP	ENSG00000134443.9	6.040	0.390	2.341	3.96e-14
IL15RA	ENSG00000134470.19	8.760	21.869	-1.228	1.91e-56
TMEM241	ENSG00000134490.13	19.569	7.500	1.275	1.17e-67
SOX5	ENSG00000134532.15	0.450	2.240	-1.160	4.21e-73
SPX	ENSG00000134548.9	0.160	2.800	-1.712	6.55e-113
PIWIL4	ENSG00000134627.11	0.860	2.730	-1.004	6.69e-77
HOOK1	ENSG00000134709.10	10.760	4.590	1.073	2.94e-35
FHOD3	ENSG00000134775.15	3.680	8.390	-1.005	5.46e-44
FADS2	ENSG00000134824.13	40.961	12.180	1.671	9.55e-26
TCN1	ENSG00000134827.7	1.280	3.630	-1.022	1.65e-7
PDGFRA	ENSG00000134853.11	9.620	33.100	-1.683	1.95e-73
KLB	ENSG00000134962.6	0.200	2.250	-1.437	2.94e-136
NREP	ENSG00000134986.13	51.732	15.770	1.653	1.77e-88
GOLM1	ENSG00000135052.16	100.530	28.369	1.790	2.79e-55
FAM189A2	ENSG00000135063.17	4.840	35.740	-2.653	2.27e-102
SDS	ENSG00000135094.10	8.350	1.040	2.196	1.46e-104
OASL	ENSG00000135114.12	6.280	1.380	1.613	4.28e-45
RNFT2	ENSG00000135119.14	3.310	0.780	1.276	1.28e-90
NT5E	ENSG00000135318.11	6.010	13.450	-1.044	1.70e-41
LMO2	ENSG00000135363.11	10.350	25.660	-1.232	1.66e-96
PRRG4	ENSG00000135378.3	8.070	2.590	1.337	8.82e-48
ITGA7	ENSG00000135424.15	3.820	104.792	-4.456	6.23e-236
RDH5	ENSG00000135437.9	2.140	37.400	-3.612	9.61e-219
PPP1R1A	ENSG00000135447.16	4.420	90.071	-4.071	4.73e-126
TROAP	ENSG00000135451.12	12.040	0.940	2.749	2.77e-162
PAN2	ENSG00000135473.14	14.710	48.539	-1.657	1.33e-76
ESPL1	ENSG00000135476.11	3.440	0.520	1.546	1.37e-108
SLC26A10	ENSG00000135502.16	0.590	5.420	-2.014	2.55e-115
MAP7	ENSG00000135525.18	20.930	7.100	1.437	8.20e-55
HEY2	ENSG00000135547.8	2.400	5.910	-1.023	1.70e-30
PKIB	ENSG00000135549.14	36.081	6.450	2.315	1.50e-47
STX11	ENSG00000135604.9	2.030	8.290	-1.616	5.18e-105
FBXL8	ENSG00000135722.8	4.330	10.110	-1.060	4.36e-24
KCNK1	ENSG00000135750.14	15.640	3.830	1.785	1.03e-26
NTPCR	ENSG00000135778.11	68.831	32.810	1.046	2.20e-66
KIAA1614	ENSG00000135835.10	0.910	3.560	-1.255	2.57e-111
LAMC1	ENSG00000135862.5	40.680	87.420	-1.085	6.00e-41
SLC19A3	ENSG00000135917.13	0.530	24.820	-4.077	6.48e-171
THSD1	ENSG00000136114.15	2.310	7.300	-1.326	1.54e-129
SPRY2	ENSG00000136158.10	5.420	51.699	-3.037	7.39e-237
RCBTB2	ENSG00000136161.12	5.240	11.570	-1.010	2.76e-87
LCP1	ENSG00000136167.13	45.711	20.230	1.138	8.92e-19
IL6	ENSG00000136244.11	1.390	11.680	-2.407	1.67e-73
NACAD	ENSG00000136274.8	0.740	3.090	-1.233	2.69e-102
MRPL47	ENSG00000136522.13	49.700	24.150	1.011	7.72e-121
SCN7A	ENSG00000136546.13	0.220	2.070	-1.331	5.86e-85
EPRS	ENSG00000136628.17	77.632	30.860	1.303	1.97e-136
HLX	ENSG00000136630.12	5.160	12.140	-1.093	5.16e-43
IL1RN	ENSG00000136689.18	8.440	2.870	1.286	9.09e-23
UGGT1	ENSG00000136731.12	18.120	8.230	1.051	1.81e-57
GYPC	ENSG00000136732.14	21.060	92.410	-2.082	2.97e-143
KLF4	ENSG00000136826.14	11.120	67.041	-2.489	2.85e-128
TMOD1	ENSG00000136842.13	1.440	11.860	-2.398	6.88e-167
STXBP1	ENSG00000136854.17	9.790	27.319	-1.392	2.83e-85
TLR4	ENSG00000136869.13	4.050	11.270	-1.281	6.63e-65
LMX1B	ENSG00000136944.17	14.080	5.700	1.170	3.17e-18
MYC	ENSG00000136997.14	49.731	103.049	-1.036	8.35e-38
NOV	ENSG00000136999.4	2.680	7.220	-1.159	6.98e-49
IL33	ENSG00000137033.11	3.020	26.951	-2.798	3.80e-116
IL11RA	ENSG00000137070.17	6.550	27.899	-1.936	4.54e-161
PPIL1	ENSG00000137168.7	27.751	11.490	1.203	5.87e-90
PIM1	ENSG00000137193.13	13.610	28.620	-1.020	3.50e-32
TMEM63B	ENSG00000137216.18	33.070	14.340	1.151	2.52e-95
TUBB2B	ENSG00000137285.9	3.010	7.590	-1.099	3.42e-27
UQCC2	ENSG00000137288.9	100.572	35.981	1.458	5.18e-139
HMGA1	ENSG00000137309.19	77.648	26.629	1.509	9.25e-95
IER3	ENSG00000137331.11	112.571	36.001	1.618	1.73e-39
TPMT	ENSG00000137364.4	14.150	5.420	1.239	2.12e-79
FGFBP2	ENSG00000137441.7	0.330	5.270	-2.237	9.01e-111
FHDC1	ENSG00000137460.8	4.120	1.340	1.130	7.46e-54
LRRC32	ENSG00000137507.11	20.820	51.911	-1.278	7.59e-33
PI15	ENSG00000137558.7	1.050	11.850	-2.648	9.91e-39
GGH	ENSG00000137563.11	23.950	8.550	1.385	4.04e-38
SULF1	ENSG00000137573.13	71.520	18.320	1.908	1.81e-67
TRPC6	ENSG00000137672.12	0.980	3.770	-1.268	4.09e-108
TRIM29	ENSG00000137699.16	15.390	64.592	-2.001	6.64e-36
FXYD6	ENSG00000137726.15	15.860	40.229	-1.290	5.00e-55
MMP13	ENSG00000137745.11	5.710	0.020	2.718	2.78e-79
MAPKBP1	ENSG00000137802.13	4.890	11.360	-1.069	2.91e-77
NUSAP1	ENSG00000137804.12	25.720	1.890	3.209	1.58e-197
KIF23	ENSG00000137807.13	11.410	1.690	2.206	6.61e-142
ITGA11	ENSG00000137809.16	10.820	4.430	1.122	2.39e-16
STRA6	ENSG00000137868.18	4.270	1.430	1.117	4.82e-24
SEMA6D	ENSG00000137872.15	1.280	5.890	-1.595	8.82e-84
GIPC2	ENSG00000137960.5	0.330	2.860	-1.537	2.63e-213
EPT1	ENSG00000138018.17	10.720	4.480	1.097	1.45e-59
LOXL4	ENSG00000138131.3	1.200	6.630	-1.794	1.18e-105
KIF11	ENSG00000138160.5	8.960	0.650	2.594	9.39e-170
RBP4	ENSG00000138207.12	3.470	203.233	-5.514	1.63e-153
OLA1	ENSG00000138430.15	117.587	44.080	1.395	1.88e-72
SENP7	ENSG00000138468.15	6.320	13.700	-1.006	1.67e-44
PARP9	ENSG00000138496.16	43.260	18.850	1.157	7.90e-52
FAM13A	ENSG00000138640.14	5.840	30.581	-2.207	1.46e-193
FGF2	ENSG00000138685.12	0.900	9.520	-2.469	4.21e-159
MMRN1	ENSG00000138722.9	0.810	15.030	-3.147	4.60e-156
PDE5A	ENSG00000138735.15	4.630	12.480	-1.260	2.03e-41
PRDM5	ENSG00000138738.10	1.240	4.130	-1.195	1.40e-107
LEF1	ENSG00000138795.9	15.640	5.040	1.462	1.01e-64
MAPK8IP3	ENSG00000138834.12	14.080	44.240	-1.585	6.69e-23
ERP27	ENSG00000139055.6	11.820	2.480	1.881	4.95e-31
GABARAPL1	ENSG00000139112.10	29.410	112.438	-1.899	3.28e-158
FGD4	ENSG00000139132.14	2.550	7.670	-1.288	2.04e-92
PIK3C2G	ENSG00000139144.9	0.390	3.940	-1.829	1.54e-92
LRIG3	ENSG00000139263.11	5.530	21.640	-1.794	4.58e-108
TMEM19	ENSG00000139291.13	18.250	7.410	1.195	2.30e-27
LUM	ENSG00000139329.4	634.114	309.028	1.035	2.07e-9
SDSL	ENSG00000139410.14	15.730	5.150	1.444	1.04e-80
N4BP2L1	ENSG00000139597.16	9.790	28.670	-1.459	1.91e-110
MAP3K12	ENSG00000139625.12	7.820	18.510	-1.145	3.69e-30
GALNT6	ENSG00000139629.15	59.792	11.810	2.247	3.52e-40
LMBR1L	ENSG00000139636.15	18.140	50.230	-1.420	9.18e-82
TMBIM6	ENSG00000139644.12	610.691	284.029	1.102	1.06e-34
WDFY2	ENSG00000139668.8	3.230	7.960	-1.083	5.42e-110
NOVA1	ENSG00000139910.19	2.820	22.070	-2.594	2.45e-44
PELI2	ENSG00000139946.9	1.370	6.780	-1.715	2.95e-151
FBLN5	ENSG00000140092.14	22.811	114.769	-2.282	2.87e-126
SORD	ENSG00000140263.13	34.719	7.150	2.132	5.85e-73
SLC27A2	ENSG00000140284.10	3.890	0.850	1.402	6.09e-19
FGF7	ENSG00000140285.9	4.730	25.760	-2.223	1.17e-92
HDC	ENSG00000140287.10	0.740	2.550	-1.029	8.16e-15
NEIL1	ENSG00000140398.13	11.630	31.710	-1.373	1.48e-37
MAN2C1	ENSG00000140400.14	30.049	186.314	-2.593	2.57e-110
PCSK6	ENSG00000140479.16	15.630	5.740	1.303	4.83e-15
FANCI	ENSG00000140525.17	14.270	3.660	1.712	5.72e-125
NTRK3	ENSG00000140538.16	0.780	6.690	-2.111	1.49e-74
MFGE8	ENSG00000140545.14	78.749	304.605	-1.938	2.36e-78
MCTP2	ENSG00000140563.14	0.890	3.150	-1.135	4.55e-47
TGFB1I1	ENSG00000140682.18	21.791	56.578	-1.337	2.04e-73
IGSF6	ENSG00000140749.8	5.040	1.780	1.119	4.23e-27
MARVELD3	ENSG00000140832.9	12.100	4.700	1.201	8.72e-52
KIFC3	ENSG00000140859.15	8.030	19.710	-1.197	1.54e-50
NUDT7	ENSG00000140876.11	4.830	11.590	-1.111	1.05e-95
KSR1	ENSG00000141068.13	6.370	19.610	-1.484	4.94e-65
TOM1L1	ENSG00000141198.13	42.349	16.120	1.340	1.17e-36
SKAP1	ENSG00000141293.15	14.110	4.250	1.525	2.87e-28
LRRC46	ENSG00000141294.9	3.400	0.820	1.274	2.93e-46
SCRN2	ENSG00000141295.13	22.760	60.572	-1.374	1.49e-73
GNAL	ENSG00000141404.15	1.320	4.670	-1.289	1.23e-113
SLC39A6	ENSG00000141424.12	254.901	48.711	2.364	1.18e-30
GALNT1	ENSG00000141429.13	48.220	22.941	1.040	2.33e-28
SLC16A3	ENSG00000141526.14	22.941	10.560	1.050	1.75e-52
PMAIP1	ENSG00000141682.11	9.420	2.070	1.763	4.18e-60
P3H4	ENSG00000141696.12	20.831	6.880	1.470	1.87e-100
ERBB2	ENSG00000141736.13	112.539	48.060	1.211	2.82e-32
STAC2	ENSG00000141750.6	1.500	50.059	-4.352	1.16e-75
TPGS1	ENSG00000141933.9	3.360	10.310	-1.375	7.26e-5
PPAP2C	ENSG00000141934.9	90.993	35.089	1.350	1.20e-44
TMEM91	ENSG00000142046.14	6.190	14.730	-1.129	2.61e-41
SIK1	ENSG00000142178.7	2.170	9.710	-1.756	2.32e-26
TRPM2	ENSG00000142185.16	10.540	3.230	1.448	2.43e-44
EPHA2	ENSG00000142627.12	4.080	13.370	-1.500	2.91e-97
PLK4	ENSG00000142731.10	5.950	1.540	1.452	5.12e-94
MAP3K6	ENSG00000142733.14	17.240	58.351	-1.702	6.42e-59
FCN3	ENSG00000142748.12	1.320	4.960	-1.361	1.70e-61
HSPG2	ENSG00000142798.16	50.359	107.150	-1.074	1.68e-31
TINAGL1	ENSG00000142910.15	17.620	133.749	-2.855	4.59e-151
KIF2C	ENSG00000142945.12	9.850	0.780	2.608	5.37e-157
IGSF3	ENSG00000143061.17	16.010	4.630	1.595	2.32e-51
PSMA5	ENSG00000143106.12	75.342	35.321	1.072	9.30e-133
ITGA10	ENSG00000143127.12	1.100	4.940	-1.500	4.30e-71
TIPRL	ENSG00000143155.12	28.130	13.300	1.026	7.72e-70
POGK	ENSG00000143157.11	25.109	10.980	1.124	2.59e-72
RXRG	ENSG00000143171.12	0.150	1.490	-1.115	2.76e-130
TMCO1	ENSG00000143183.16	175.898	52.859	1.716	1.66e-121
NUF2	ENSG00000143228.12	9.760	0.570	2.777	1.01e-166
SDHC	ENSG00000143252.14	265.928	124.068	1.094	1.70e-81
MRPL24	ENSG00000143314.12	142.044	64.722	1.122	5.28e-91
PIGM	ENSG00000143315.6	9.970	3.480	1.292	8.58e-80
ISG20L2	ENSG00000143319.16	39.769	15.720	1.286	1.72e-67
HDGF	ENSG00000143321.18	265.339	117.652	1.167	5.00e-125
RGS16	ENSG00000143333.6	13.910	5.110	1.287	6.01e-28
RGL1	ENSG00000143344.15	5.500	15.770	-1.367	2.04e-96
PRUNE	ENSG00000143363.15	33.219	15.080	1.090	4.66e-67
TUFT1	ENSG00000143367.15	25.370	8.410	1.487	4.32e-74
SF3B4	ENSG00000143368.9	77.637	35.099	1.123	9.14e-111
OAZ3	ENSG00000143450.14	7.370	2.730	1.166	6.98e-57
GOLPH3L	ENSG00000143457.10	36.900	15.680	1.184	6.41e-40
INTS7	ENSG00000143493.12	18.340	5.520	1.569	3.91e-146
SUSD4	ENSG00000143502.14	13.500	4.110	1.505	4.86e-31
S100A8	ENSG00000143546.9	9.540	28.909	-1.505	6.17e-3
TPM3	ENSG00000143549.19	383.344	147.277	1.374	1.31e-154
ILF2	ENSG00000143621.16	210.590	96.241	1.122	2.32e-102
SCCPDH	ENSG00000143653.9	52.819	19.880	1.366	5.07e-38
SRP9	ENSG00000143742.12	335.669	117.140	1.511	7.85e-131
NVL	ENSG00000143748.17	27.940	12.540	1.096	1.18e-93
MBOAT2	ENSG00000143797.11	23.180	10.110	1.122	1.27e-42
PARP1	ENSG00000143799.12	96.388	30.651	1.622	7.23e-144
ETNK2	ENSG00000143845.14	26.310	11.610	1.115	1.82e-24
OSR1	ENSG00000143867.6	1.330	19.779	-3.157	5.85e-120
MEIS1	ENSG00000143995.19	4.200	11.580	-1.275	5.77e-86
GPR17	ENSG00000144230.16	0.090	2.930	-1.850	5.27e-176
GULP1	ENSG00000144366.15	3.990	13.430	-1.532	8.72e-73
KANSL1L	ENSG00000144445.15	3.480	10.030	-1.300	2.00e-83
HES6	ENSG00000144485.10	6.300	1.670	1.451	3.88e-69
FANCD2	ENSG00000144554.10	10.310	4.430	1.059	3.18e-70
RBMS3	ENSG00000144642.20	2.020	12.350	-2.144	4.95e-179
STAC	ENSG00000144681.10	0.460	2.160	-1.114	2.48e-42
NFKBIZ	ENSG00000144802.11	7.270	29.040	-1.861	7.84e-44
PHLDB2	ENSG00000144824.19	7.590	24.710	-1.582	3.85e-69
SRPRB	ENSG00000144867.11	55.699	24.340	1.162	6.92e-89
TRPC1	ENSG00000144935.14	1.380	4.980	-1.329	6.12e-115
NCEH1	ENSG00000144959.9	8.440	3.440	1.088	1.10e-27
ILDR1	ENSG00000145103.12	6.850	1.470	1.668	3.57e-74
SLIT2	ENSG00000145147.19	3.090	7.240	-1.011	1.29e-47
OCIAD2	ENSG00000145247.11	85.781	27.040	1.630	6.37e-127
SLC10A6	ENSG00000145283.7	0.320	1.670	-1.016	1.10e-94
SNCA	ENSG00000145335.15	2.740	8.040	-1.273	3.78e-92
USP53	ENSG00000145390.11	10.070	28.839	-1.431	6.74e-82
GZMA	ENSG00000145649.7	6.460	2.670	1.023	1.79e-13
PIK3R1	ENSG00000145675.14	26.559	73.231	-1.429	4.42e-62
TSLP	ENSG00000145777.14	0.130	1.640	-1.224	1.00e-237
RNF145	ENSG00000145860.11	17.730	37.049	-1.023	1.28e-47
ZNF300	ENSG00000145908.12	1.280	3.590	-1.009	1.57e-41
N4BP3	ENSG00000145911.5	6.040	2.200	1.137	1.38e-52
KCNMB1	ENSG00000145936.8	1.130	7.750	-2.038	9.21e-131
GFOD1	ENSG00000145990.10	2.250	6.830	-1.269	1.50e-71
KLHL3	ENSG00000146021.14	1.070	3.750	-1.198	1.58e-112
FAM193B	ENSG00000146067.15	23.880	75.819	-1.626	8.05e-66
NFKBIE	ENSG00000146232.14	14.890	6.670	1.051	3.81e-76
PM20D2	ENSG00000146281.5	1.830	6.810	-1.465	3.91e-47
RNF217	ENSG00000146373.16	2.510	8.730	-1.471	1.03e-86
RSPO3	ENSG00000146374.13	1.160	9.310	-2.255	2.33e-175
MTFR2	ENSG00000146410.11	2.670	0.500	1.291	1.61e-94
SLC22A3	ENSG00000146477.5	0.360	4.370	-1.981	2.17e-174
IGFBP3	ENSG00000146674.14	67.172	168.487	-1.314	1.09e-49
PSPH	ENSG00000146733.13	10.910	4.940	1.004	1.91e-50
ZNF92	ENSG00000146757.13	10.790	4.780	1.028	1.22e-25
TMEM209	ENSG00000146842.16	14.910	6.800	1.028	2.38e-42
NCAPG2	ENSG00000146918.19	11.450	4.330	1.224	7.85e-68
SHROOM2	ENSG00000146950.12	4.490	1.340	1.230	2.04e-62
RAB19	ENSG00000146955.10	1.490	0.200	1.053	9.20e-53
TMEM47	ENSG00000147027.3	6.140	19.260	-1.505	2.04e-68
OGT	ENSG00000147162.13	33.700	80.873	-1.238	1.41e-55
GPC3	ENSG00000147257.13	6.480	72.770	-3.302	3.55e-124
GNRH1	ENSG00000147437.9	0.870	3.480	-1.260	1.52e-85
SLC25A37	ENSG00000147454.13	11.370	29.199	-1.288	2.30e-67
TACC1	ENSG00000147526.19	14.310	71.908	-2.252	4.83e-105
GINS4	ENSG00000147536.11	3.830	1.050	1.236	8.53e-55
MTDH	ENSG00000147649.9	58.060	26.570	1.099	3.12e-20
MAL2	ENSG00000147676.13	124.189	17.340	2.771	5.84e-115
SLC39A4	ENSG00000147804.9	46.051	16.060	1.464	7.73e-50
NFIB	ENSG00000147862.14	12.460	36.201	-1.467	7.57e-67
PLIN2	ENSG00000147872.9	33.201	168.218	-2.307	4.62e-94
NTRK2	ENSG00000148053.15	3.930	31.230	-2.709	9.66e-107
ZNF462	ENSG00000148143.12	2.220	5.910	-1.102	4.19e-44
GSN	ENSG00000148180.16	202.516	1044.719	-2.361	2.36e-187
HMCN2	ENSG00000148357.16	0.320	2.390	-1.361	3.00e-76
FAM171A1	ENSG00000148468.16	4.510	10.720	-1.089	1.40e-30
ZEB1	ENSG00000148516.21	7.780	18.290	-1.136	3.52e-35
FAM13C	ENSG00000148541.12	1.360	8.390	-1.992	9.06e-165
TCF7L2	ENSG00000148737.15	11.290	29.311	-1.302	3.64e-84
MKI67	ENSG00000148773.12	11.250	0.440	3.089	1.75e-176
RGS10	ENSG00000148908.14	75.180	30.960	1.253	1.43e-76
SAA4	ENSG00000148965.8	0.180	2.540	-1.585	5.84e-117
SYT8	ENSG00000149043.16	1.120	7.140	-1.941	5.18e-44
PAMR1	ENSG00000149090.11	1.800	16.370	-2.633	4.18e-191
GLYAT	ENSG00000149124.10	0.080	5.190	-2.519	1.93e-168
SERPING1	ENSG00000149131.15	231.119	697.137	-1.589	1.94e-89
KLHL35	ENSG00000149243.15	4.340	1.400	1.154	4.64e-48
NCAM1	ENSG00000149294.16	0.510	2.850	-1.350	3.34e-63
P4HA3	ENSG00000149380.11	5.020	0.930	1.641	5.70e-85
ST14	ENSG00000149418.10	52.720	18.980	1.427	2.25e-63
PLCH2	ENSG00000149527.17	1.650	8.450	-1.834	1.14e-62
FEZ1	ENSG00000149557.12	3.940	11.860	-1.380	2.19e-93
ESAM	ENSG00000149564.11	20.269	70.399	-1.747	1.85e-102
SIDT2	ENSG00000149577.15	22.000	47.310	-1.071	7.34e-84
TAGLN	ENSG00000149591.16	450.754	1382.246	-1.614	4.45e-69
JPH2	ENSG00000149596.6	0.710	5.550	-1.937	1.55e-130
PPP4C	ENSG00000149923.13	124.094	54.251	1.179	6.88e-150
FCGR1A	ENSG00000150337.13	18.720	3.140	2.252	4.48e-102
LATS2	ENSG00000150457.8	5.140	11.390	-1.013	8.96e-59
LYPD6B	ENSG00000150556.16	14.560	5.860	1.182	4.57e-8
FSIP1	ENSG00000150667.6	4.390	0.470	1.874	6.99e-38
FOXO1	ENSG00000150907.6	5.710	22.181	-1.789	1.27e-149
TWF1	ENSG00000151239.13	62.500	29.070	1.078	8.60e-30
KCTD14	ENSG00000151364.15	2.080	7.850	-1.523	1.82e-47
THRSP	ENSG00000151365.2	4.410	46.840	-3.145	1.32e-58
ME3	ENSG00000151376.16	5.490	21.440	-1.790	6.84e-79
EPS8	ENSG00000151491.12	20.569	55.919	-1.400	7.65e-69
NR3C2	ENSG00000151623.14	1.180	5.820	-1.645	2.08e-128
INPP1	ENSG00000151689.12	7.310	22.170	-1.479	1.65e-119
FLI1	ENSG00000151702.16	8.410	19.960	-1.155	1.74e-62
ZNF385D	ENSG00000151789.9	1.990	7.040	-1.427	1.31e-31
TDO2	ENSG00000151790.8	2.110	0.130	1.461	1.01e-68
SCHIP1	ENSG00000151967.18	1.060	3.760	-1.208	3.68e-51
HSPB8	ENSG00000152137.6	13.120	30.920	-1.177	4.17e-11
GEMIN6	ENSG00000152147.10	15.390	6.330	1.161	2.48e-138
TMEM178A	ENSG00000152154.10	1.080	5.890	-1.728	4.58e-126
SPC25	ENSG00000152253.8	7.130	0.620	2.327	3.08e-179
PDE3B	ENSG00000152270.8	0.900	7.170	-2.104	4.09e-100
TCF7L1	ENSG00000152284.4	9.610	30.730	-1.580	1.38e-65
UHMK1	ENSG00000152332.15	32.450	14.080	1.149	3.04e-42
NMT2	ENSG00000152465.17	6.220	19.360	-1.496	9.24e-126
ZFP36L2	ENSG00000152518.6	60.229	165.374	-1.442	5.14e-87
PLEKHH2	ENSG00000152527.13	1.260	9.810	-2.258	4.96e-157
GRIA4	ENSG00000152578.12	0.130	1.610	-1.208	6.16e-117
IGSF10	ENSG00000152580.8	0.840	11.560	-2.771	5.56e-218
SPARCL1	ENSG00000152583.12	99.808	438.185	-2.123	6.54e-102
PRDM8	ENSG00000152784.15	0.530	2.810	-1.316	6.89e-144
GGPS1	ENSG00000152904.11	56.480	23.369	1.238	1.89e-85
ZNF117	ENSG00000152926.14	6.070	13.410	-1.027	9.35e-33
RAB3C	ENSG00000152932.7	0.370	2.780	-1.464	1.01e-67
MARVELD2	ENSG00000152939.14	11.480	2.230	1.950	6.43e-67
MERTK	ENSG00000153208.16	3.650	10.160	-1.263	2.71e-77
PLA2R1	ENSG00000153246.11	4.690	11.500	-1.135	4.37e-88
RBMS1	ENSG00000153250.17	19.390	44.979	-1.173	5.46e-68
SLC25A27	ENSG00000153291.15	1.960	26.729	-3.228	8.75e-200
FAM49B	ENSG00000153310.18	59.721	27.191	1.107	1.27e-62
LINC00467	ENSG00000153363.12	10.170	4.540	1.012	2.70e-62
KCNJ16	ENSG00000153822.13	0.040	1.410	-1.212	3.85e-110
PID1	ENSG00000153823.18	1.990	19.050	-2.745	1.22e-188
LGI4	ENSG00000153902.13	1.120	22.930	-3.497	6.38e-263
MSI2	ENSG00000153944.10	37.340	15.230	1.240	1.20e-49
SEMA3D	ENSG00000153993.13	0.630	2.450	-1.082	2.18e-73
THY1	ENSG00000154096.13	118.348	45.129	1.371	1.22e-40
ROBO4	ENSG00000154133.14	5.670	31.059	-2.265	2.31e-168
ROBO3	ENSG00000154134.14	2.860	22.550	-2.609	1.81e-187
PGM5	ENSG00000154330.12	1.840	16.511	-2.624	1.79e-158
LONRF1	ENSG00000154359.12	8.970	21.960	-1.203	3.12e-69
GBP5	ENSG00000154451.14	5.600	1.690	1.295	1.07e-28
PDLIM3	ENSG00000154553.13	19.821	54.670	-1.419	9.50e-53
SORBS2	ENSG00000154556.17	20.019	44.851	-1.125	1.38e-33
L3MBTL4	ENSG00000154655.14	0.780	3.790	-1.428	2.12e-71
PDE1C	ENSG00000154678.16	0.400	3.630	-1.726	2.62e-161
JAM2	ENSG00000154721.14	5.490	29.130	-2.215	4.09e-143
FGD5	ENSG00000154783.10	6.560	18.550	-1.371	5.85e-50
PLCL2	ENSG00000154822.15	2.410	5.850	-1.006	2.95e-57
SKA1	ENSG00000154839.9	2.860	0.170	1.722	9.79e-122
EPHB1	ENSG00000154928.16	0.590	2.650	-1.199	3.04e-81
VOPP1	ENSG00000154978.12	56.641	24.040	1.203	2.66e-76
GRAMD3	ENSG00000155324.9	10.730	28.829	-1.347	1.87e-72
PPM1J	ENSG00000155367.15	7.020	2.320	1.272	6.36e-42
VSIG4	ENSG00000155659.14	10.140	22.980	-1.106	3.20e-34
PDIA4	ENSG00000155660.10	107.142	40.380	1.386	6.00e-112
MICU3	ENSG00000155970.11	0.590	5.060	-1.930	9.24e-237
WIF1	ENSG00000156076.9	0.130	5.590	-2.544	1.04e-71
NDUFAF6	ENSG00000156170.12	30.819	13.240	1.160	9.81e-78
TSPAN7	ENSG00000156298.12	6.700	54.349	-2.846	2.41e-157
RPGR	ENSG00000156313.12	5.590	15.260	-1.303	3.35e-75
SFXN2	ENSG00000156398.12	14.970	5.390	1.321	2.83e-42
