GeneSymbol	GeneID	MedianTumor	MedianNormal	Log2FoldChange	adjp
FST	ENSG00000134363.11	1.500	5.250	-1.322	2.33e-23
IL2RA	ENSG00000134460.15	2.785	0.370	1.466	4.26e-63
IL15RA	ENSG00000134470.19	25.335	11.970	1.022	2.21e-43
TMEM241	ENSG00000134490.13	4.885	1.290	1.362	9.28e-98
RBMX2	ENSG00000134597.13	24.560	10.560	1.145	7.96e-101
STK26	ENSG00000134602.15	12.485	3.250	1.666	8.75e-109
PUM1	ENSG00000134644.15	41.094	13.840	1.504	5.39e-92
RNF138	ENSG00000134758.13	15.740	5.530	1.358	5.23e-91
TPGS2	ENSG00000134779.14	53.955	20.310	1.367	5.82e-74
SLC43A3	ENSG00000134802.17	28.665	10.050	1.425	1.52e-27
GIF	ENSG00000134812.7	0.265	704.814	-9.124	4.74e-81
STT3A	ENSG00000134910.12	90.096	37.551	1.241	9.82e-87
ETS1	ENSG00000134954.14	26.680	11.670	1.127	1.47e-39
SLC37A2	ENSG00000134955.11	4.005	1.430	1.042	2.71e-22
TMED7	ENSG00000134970.13	37.835	16.810	1.125	2.77e-61
NREP	ENSG00000134986.13	27.695	7.960	1.679	6.05e-62
WDR36	ENSG00000134987.11	8.710	3.470	1.119	5.09e-74
RFK	ENSG00000135002.11	25.965	9.000	1.431	5.81e-83
GOLM1	ENSG00000135052.16	109.250	29.100	1.873	6.01e-42
FAM189A2	ENSG00000135063.17	2.335	14.360	-2.203	7.06e-73
PSAT1	ENSG00000135069.13	18.169	7.370	1.195	3.03e-22
HAVCR2	ENSG00000135077.8	5.205	1.080	1.577	4.37e-63
TAOK3	ENSG00000135090.13	27.440	11.180	1.223	7.73e-84
SDS	ENSG00000135094.10	7.575	0.330	2.689	1.41e-98
HNF1A	ENSG00000135100.17	10.890	3.370	1.444	7.67e-59
OASL	ENSG00000135114.12	8.190	2.810	1.270	1.05e-20
RNFT2	ENSG00000135119.14	3.515	0.400	1.689	2.75e-105
SYNCRIP	ENSG00000135316.17	50.646	18.439	1.410	3.45e-76
NT5E	ENSG00000135318.11	16.195	3.500	1.934	3.29e-39
PRR5L	ENSG00000135362.13	6.270	1.150	1.758	2.52e-90
PRRG4	ENSG00000135378.3	7.620	1.240	1.944	1.00e-88
ITGA7	ENSG00000135424.15	5.535	18.710	-1.593	1.04e-38
PPP1R1A	ENSG00000135447.16	0.500	3.670	-1.638	8.43e-40
TROAP	ENSG00000135451.12	17.400	1.410	2.933	3.78e-106
PAN2	ENSG00000135473.14	12.600	43.350	-1.705	1.13e-49
ESPL1	ENSG00000135476.11	6.160	0.510	2.245	5.32e-77
KRT7	ENSG00000135480.14	51.173	4.330	3.291	9.06e-41
SLC26A10	ENSG00000135502.16	0.260	2.590	-1.511	1.06e-81
MAP7	ENSG00000135525.18	18.270	5.590	1.548	5.05e-78
NHSL1	ENSG00000135540.11	11.500	2.540	1.820	1.04e-71
PKIB	ENSG00000135549.14	3.640	12.970	-1.590	1.43e-15
GNS	ENSG00000135677.10	45.000	17.210	1.337	2.92e-52
MDM2	ENSG00000135679.21	41.879	16.480	1.295	2.98e-65
KCNK1	ENSG00000135750.14	23.435	8.040	1.435	4.28e-40
URB2	ENSG00000135763.9	4.525	1.420	1.191	1.10e-73
GLUL	ENSG00000135821.16	177.970	928.140	-2.376	2.65e-74
STX6	ENSG00000135823.13	10.180	3.530	1.303	2.42e-96
NPL	ENSG00000135838.13	8.315	3.190	1.153	4.64e-57
LAMC1	ENSG00000135862.5	43.730	19.149	1.151	2.05e-9
SP110	ENSG00000135899.16	20.475	7.840	1.281	1.62e-63
USP37	ENSG00000135913.10	3.325	1.110	1.035	7.24e-61
SLC19A3	ENSG00000135917.13	1.920	0.270	1.201	3.97e-29
SERPINE2	ENSG00000135919.12	18.010	3.850	1.971	1.86e-39
WNT10A	ENSG00000135925.8	1.845	0.240	1.198	5.70e-32
TMEM127	ENSG00000135956.8	48.040	17.701	1.391	3.54e-68
GCC2	ENSG00000135968.19	21.794	8.260	1.300	2.35e-70
PLXNC1	ENSG00000136040.8	4.370	1.080	1.368	9.77e-56
LMO7	ENSG00000136153.19	62.665	25.010	1.291	4.75e-34
ITM2B	ENSG00000136156.12	942.500	306.787	1.616	1.31e-76
NUDT15	ENSG00000136159.3	14.350	5.300	1.285	9.56e-95
LCP1	ENSG00000136167.13	34.150	7.800	1.998	2.59e-60
IGF2BP3	ENSG00000136231.13	4.715	0.150	2.313	8.23e-69
GPNMB	ENSG00000136235.15	48.505	11.700	1.963	6.26e-26
RAPGEF5	ENSG00000136237.18	7.780	2.650	1.266	1.48e-63
RAC1	ENSG00000136238.17	354.526	97.301	1.855	3.10e-125
KDELR2	ENSG00000136240.9	188.882	55.088	1.759	7.56e-107
HUS1	ENSG00000136273.11	13.925	4.380	1.472	1.32e-110
TTYH3	ENSG00000136295.14	52.864	9.180	2.404	1.88e-123
RSAD1	ENSG00000136444.9	10.715	25.470	-1.176	4.68e-47
NMT1	ENSG00000136448.11	102.429	26.960	1.887	1.05e-97
LIMD2	ENSG00000136490.8	18.545	6.660	1.351	1.19e-36
RTP4	ENSG00000136514.2	8.115	2.230	1.497	7.40e-61
MRPL47	ENSG00000136522.13	44.435	16.560	1.372	4.98e-103
GALNT5	ENSG00000136542.8	4.725	1.330	1.297	1.50e-32
SKIL	ENSG00000136603.13	21.640	5.340	1.836	1.18e-93
EPRS	ENSG00000136628.17	43.560	19.350	1.131	3.35e-81
IL1RN	ENSG00000136689.18	30.525	6.800	2.015	1.20e-25
SAP130	ENSG00000136715.17	17.005	6.450	1.273	6.35e-71
UGGT1	ENSG00000136731.12	25.080	6.100	1.877	4.12e-154
YME1L1	ENSG00000136758.18	45.251	20.320	1.117	2.29e-65
TXN	ENSG00000136810.12	333.963	131.461	1.338	1.03e-56
TOR1B	ENSG00000136816.15	17.330	7.980	1.029	3.26e-64
SMC2	ENSG00000136824.18	9.395	2.080	1.755	1.16e-116
ST6GALNAC4	ENSG00000136840.18	23.960	11.390	1.010	1.26e-34
TMOD1	ENSG00000136842.13	2.295	7.300	-1.333	2.44e-40
SLC31A1	ENSG00000136868.10	17.505	7.540	1.116	2.36e-51
PRPF4	ENSG00000136875.12	15.185	6.950	1.026	6.00e-67
MYC	ENSG00000136997.14	63.661	24.460	1.345	5.45e-18
IL33	ENSG00000137033.11	5.215	17.600	-1.581	8.59e-28
IL11RA	ENSG00000137070.17	2.615	14.880	-2.135	2.23e-102
UBAP2	ENSG00000137073.20	23.125	9.870	1.150	3.19e-97
RNF38	ENSG00000137075.17	18.445	6.360	1.402	6.14e-42
SIT1	ENSG00000137078.8	2.920	0.680	1.222	5.24e-30
PPIL1	ENSG00000137168.7	26.620	8.730	1.505	5.66e-110
GMPR	ENSG00000137198.9	3.735	19.920	-2.143	3.83e-64
TFAP2A	ENSG00000137203.10	10.115	0.480	2.909	2.92e-92
TMEM63B	ENSG00000137216.18	33.100	16.040	1.001	1.42e-38
HMGA1	ENSG00000137309.19	319.085	34.611	3.168	6.85e-120
TCF19	ENSG00000137310.11	9.415	2.960	1.395	4.09e-71
TPMT	ENSG00000137364.4	16.000	5.090	1.481	5.81e-88
NRM	ENSG00000137404.14	21.970	6.780	1.562	9.18e-102
SLCO2B1	ENSG00000137491.14	25.765	7.030	1.737	1.57e-46
IL18BP	ENSG00000137496.17	16.520	5.560	1.417	4.57e-39
MRPL15	ENSG00000137547.8	46.429	22.181	1.033	2.41e-73
GGH	ENSG00000137563.11	28.520	3.790	2.624	3.31e-93
SULF1	ENSG00000137573.13	56.437	3.250	3.756	1.30e-98
TGS1	ENSG00000137574.10	10.050	3.640	1.252	9.47e-91
SORL1	ENSG00000137642.12	9.150	3.010	1.340	5.36e-47
TMPRSS4	ENSG00000137648.16	80.423	3.460	4.190	8.21e-103
MMP7	ENSG00000137673.8	26.250	0.210	4.493	2.30e-77
YAP1	ENSG00000137693.13	39.881	18.181	1.092	1.86e-26
TRIM29	ENSG00000137699.16	24.145	0.840	3.772	2.89e-59
NUSAP1	ENSG00000137804.12	31.420	1.910	3.478	1.06e-136
KIF23	ENSG00000137807.13	11.314	1.540	2.277	2.90e-111
ITGA11	ENSG00000137809.16	6.535	0.910	1.980	3.86e-67
HAUS2	ENSG00000137814.9	13.045	4.030	1.481	2.12e-94
RTF1	ENSG00000137815.14	24.100	10.720	1.099	8.34e-68
PARP6	ENSG00000137817.16	17.325	37.111	-1.056	9.51e-32
PAK6	ENSG00000137843.11	2.670	0.720	1.093	7.55e-36
STRA6	ENSG00000137868.18	2.370	0.080	1.642	1.90e-62
GCHFR	ENSG00000137880.5	18.275	8.630	1.001	3.27e-27
TTLL7	ENSG00000137941.16	1.410	3.960	-1.041	9.23e-28
IFI44L	ENSG00000137959.15	8.440	1.550	1.888	7.71e-37
GIPC2	ENSG00000137960.5	5.765	1.850	1.247	8.69e-34
IFI44	ENSG00000137965.10	21.146	10.020	1.007	5.63e-13
EPT1	ENSG00000138018.17	9.130	2.670	1.465	6.49e-86
PNPT1	ENSG00000138035.14	12.160	5.260	1.072	3.04e-53
SLC3A1	ENSG00000138079.13	1.840	0.390	1.031	1.46e-20
LRPPRC	ENSG00000138095.18	47.325	20.690	1.156	1.46e-86
MYOF	ENSG00000138119.16	36.185	10.710	1.667	7.79e-35
KIF11	ENSG00000138160.5	11.135	0.470	3.045	7.04e-160
KIF20B	ENSG00000138182.14	6.340	0.750	2.068	3.89e-157
ENTPD1	ENSG00000138185.16	14.785	4.380	1.553	2.88e-50
NAB1	ENSG00000138386.16	20.785	9.740	1.020	5.59e-48
PPIG	ENSG00000138398.15	41.895	16.090	1.328	4.39e-85
IDH1	ENSG00000138413.13	71.495	30.930	1.183	5.98e-44
OLA1	ENSG00000138430.15	88.315	28.349	1.606	1.36e-108
FAM117B	ENSG00000138439.11	4.865	1.560	1.196	3.19e-90
WDR12	ENSG00000138442.9	29.359	11.460	1.285	2.35e-68
ITGAV	ENSG00000138448.11	27.335	10.810	1.263	5.82e-42
SLC40A1	ENSG00000138449.10	67.787	17.050	1.930	2.26e-60
PARP9	ENSG00000138496.16	28.330	10.990	1.290	8.63e-64
MNS1	ENSG00000138587.5	2.815	0.660	1.201	4.35e-53
TMOD3	ENSG00000138594.12	26.531	6.430	1.890	6.96e-97
SEMA7A	ENSG00000138623.9	5.320	1.670	1.243	1.11e-31
RASGEF1B	ENSG00000138670.16	7.215	2.820	1.105	6.82e-41
G3BP2	ENSG00000138757.14	49.428	20.170	1.252	3.93e-54
SEP11	ENSG00000138758.11	40.520	12.520	1.619	6.08e-95
SHROOM3	ENSG00000138771.14	29.080	9.870	1.468	8.70e-44
GSTCD	ENSG00000138780.14	5.280	1.270	1.468	7.84e-85
LEF1	ENSG00000138795.9	9.460	1.320	2.173	5.87e-109
PPP3CA	ENSG00000138814.16	17.025	7.140	1.147	1.45e-75
SLC39A8	ENSG00000138821.12	8.245	1.480	1.898	1.09e-90
MAPK8IP3	ENSG00000138834.12	14.260	34.420	-1.215	2.17e-29
ETV6	ENSG00000139083.10	15.165	5.490	1.317	1.46e-90
GABARAPL1	ENSG00000139112.10	18.075	66.160	-1.816	2.38e-76
YARS2	ENSG00000139131.12	14.820	6.190	1.138	3.41e-83
PIK3C2G	ENSG00000139144.9	0.805	7.590	-2.251	2.77e-14
FAM60A	ENSG00000139146.13	42.045	8.650	2.157	1.77e-131
ZCRB1	ENSG00000139168.7	58.084	28.470	1.004	2.33e-67
TMEM117	ENSG00000139173.9	5.975	1.940	1.246	8.44e-52
SCAF11	ENSG00000139218.17	40.506	15.800	1.305	9.60e-94
GLIPR1	ENSG00000139278.9	13.725	5.570	1.164	3.65e-17
TMEM19	ENSG00000139291.13	12.505	5.710	1.009	6.42e-50
LGR5	ENSG00000139292.12	3.070	0.390	1.550	2.16e-41
POC1B	ENSG00000139323.13	17.095	5.500	1.477	6.97e-102
TMTC3	ENSG00000139324.11	5.445	1.690	1.261	8.57e-73
LUM	ENSG00000139329.4	299.621	41.720	2.815	1.43e-72
SNRPF	ENSG00000139343.10	45.265	13.310	1.693	2.87e-121
NEDD1	ENSG00000139350.11	9.325	2.880	1.412	3.86e-82
GAS2L3	ENSG00000139354.10	5.365	0.950	1.707	1.16e-89
RITA1	ENSG00000139405.15	13.655	5.940	1.078	6.08e-83
NUPL1	ENSG00000139496.15	17.025	6.960	1.179	3.10e-64
SLC46A3	ENSG00000139508.14	9.755	4.330	1.013	1.35e-24
SLC7A1	ENSG00000139514.12	21.541	6.670	1.555	6.50e-66
PDX1	ENSG00000139515.5	6.720	0.070	2.851	8.59e-90
LNX2	ENSG00000139517.7	9.920	4.380	1.021	5.33e-54
SLC39A5	ENSG00000139540.11	11.410	0.360	3.190	9.13e-56
NABP2	ENSG00000139579.12	34.045	14.430	1.183	1.05e-81
ITGB7	ENSG00000139626.15	4.460	1.350	1.216	4.92e-27
GALNT6	ENSG00000139629.15	20.155	7.560	1.305	8.83e-32
TMBIM6	ENSG00000139644.12	562.924	238.293	1.237	6.40e-66
RB1	ENSG00000139687.13	26.915	6.460	1.904	1.28e-75
SBNO1	ENSG00000139697.11	8.995	3.140	1.272	1.08e-77
RHOF	ENSG00000139725.7	26.030	6.060	1.937	2.29e-40
MBNL2	ENSG00000139793.18	31.645	10.900	1.456	8.45e-54
TTC6	ENSG00000139865.16	0.750	3.190	-1.260	4.95e-23
TMX1	ENSG00000139921.12	20.619	7.970	1.269	8.37e-89
RDH12	ENSG00000139988.9	0.450	2.520	-1.280	2.12e-37
WARS	ENSG00000140105.17	106.783	40.861	1.364	2.27e-49
NIPA2	ENSG00000140157.14	35.229	13.930	1.279	6.93e-95
TCF12	ENSG00000140262.17	34.321	12.720	1.364	9.72e-55
SORD	ENSG00000140263.13	28.545	9.790	1.453	1.61e-50
LYSMD2	ENSG00000140280.13	12.080	5.260	1.063	1.95e-61
SLC27A2	ENSG00000140284.10	7.240	0.400	2.557	2.96e-98
HDC	ENSG00000140287.10	0.675	11.920	-2.947	8.50e-108
GCNT3	ENSG00000140297.12	42.709	2.210	3.767	2.40e-54
GTF2A2	ENSG00000140307.10	87.890	38.149	1.183	6.49e-64
TSPAN3	ENSG00000140391.14	288.814	92.417	1.633	2.15e-87
NCOA2	ENSG00000140396.12	12.410	4.330	1.331	3.01e-63
NEIL1	ENSG00000140398.13	5.755	26.159	-2.007	4.71e-76
MAN2C1	ENSG00000140400.14	27.529	105.287	-1.897	2.35e-66
MESDC1	ENSG00000140406.3	13.615	5.110	1.258	2.63e-77
PML	ENSG00000140464.19	51.834	23.140	1.130	2.23e-46
SCAMP2	ENSG00000140497.16	94.280	42.949	1.116	1.13e-52
HAPLN3	ENSG00000140511.11	7.475	2.660	1.211	3.45e-30
FANCI	ENSG00000140525.17	15.060	2.790	2.083	1.89e-109
TICRR	ENSG00000140534.13	3.205	0.490	1.497	1.39e-78
ZNF710	ENSG00000140548.9	12.205	5.340	1.059	8.88e-71
MCTP2	ENSG00000140563.14	6.580	1.940	1.366	2.94e-56
IQGAP1	ENSG00000140575.12	100.649	38.401	1.367	1.12e-63
PMM2	ENSG00000140650.11	30.975	14.130	1.080	3.11e-70
ITGAX	ENSG00000140678.16	7.015	2.340	1.263	3.59e-30
FTO	ENSG00000140718.18	18.360	8.330	1.053	4.62e-27
IGSF6	ENSG00000140749.8	5.505	0.680	1.953	2.09e-91
MARVELD3	ENSG00000140832.9	12.725	1.600	2.400	3.99e-119
ZFHX3	ENSG00000140836.14	6.275	1.670	1.446	9.79e-50
NLRC5	ENSG00000140853.15	21.510	9.170	1.146	9.18e-43
MAP1LC3B	ENSG00000140941.12	55.010	23.811	1.175	9.59e-49
IRF8	ENSG00000140968.10	20.035	4.940	1.824	4.54e-56
RHOT2	ENSG00000140983.13	33.415	76.198	-1.166	1.25e-41
NCOR1	ENSG00000141027.20	74.166	32.739	1.156	1.50e-60
VPS53	ENSG00000141252.19	19.110	6.430	1.437	6.05e-85
SGSM2	ENSG00000141258.12	13.820	34.179	-1.247	1.44e-45
SKAP1	ENSG00000141293.15	5.845	1.210	1.631	1.88e-73
G6PC3	ENSG00000141349.8	71.644	35.309	1.001	1.07e-74
PTRH2	ENSG00000141378.14	23.915	9.530	1.243	4.43e-102
SLC39A6	ENSG00000141424.12	17.210	7.620	1.079	6.59e-49
GALNT1	ENSG00000141429.13	33.466	9.430	1.724	6.99e-81
SAT2	ENSG00000141504.11	29.500	70.262	-1.224	1.03e-59
TP53	ENSG00000141510.15	42.160	10.620	1.893	3.98e-69
TMC6	ENSG00000141524.15	36.806	14.390	1.297	3.27e-63
SLC16A3	ENSG00000141526.14	41.540	14.690	1.439	2.95e-51
FOXK2	ENSG00000141568.19	27.345	13.050	1.013	1.82e-53
SECTM1	ENSG00000141574.7	29.104	10.020	1.450	3.26e-26
TNFRSF11A	ENSG00000141655.15	6.900	0.810	2.126	1.30e-67
PMAIP1	ENSG00000141682.11	5.510	0.810	1.847	4.31e-79
P3H4	ENSG00000141696.12	14.045	4.210	1.530	3.31e-65
ERBB2	ENSG00000141736.13	64.350	26.770	1.235	1.81e-30
PNMT	ENSG00000141744.3	0.180	3.310	-1.869	1.93e-43
FKBP10	ENSG00000141756.18	32.335	10.580	1.525	2.02e-26
PPAP2C	ENSG00000141934.9	79.406	18.989	2.008	4.74e-65
IFITM3	ENSG00000142089.15	1042.874	296.050	1.813	7.69e-40
IFNAR1	ENSG00000142166.12	17.085	7.810	1.038	1.35e-61
TRPM2	ENSG00000142185.16	7.730	1.370	1.881	1.33e-78
TM4SF5	ENSG00000142484.6	22.255	4.750	2.016	2.18e-35
SIGLEC10	ENSG00000142512.14	4.735	1.430	1.239	2.42e-28
RCN3	ENSG00000142552.7	27.740	9.920	1.396	3.84e-31
SLC2A5	ENSG00000142583.17	1.900	0.420	1.030	2.68e-15
MMEL1	ENSG00000142606.15	3.080	7.200	-1.007	1.67e-8
EPHA2	ENSG00000142627.12	35.291	7.340	2.121	2.42e-59
SH3BGRL3	ENSG00000142669.13	333.848	94.470	1.810	2.04e-92
IL22RA1	ENSG00000142677.3	9.930	0.780	2.618	7.36e-73
PLK4	ENSG00000142731.10	5.735	0.760	1.936	2.18e-113
SYTL1	ENSG00000142765.17	13.480	44.510	-1.652	2.28e-9
ITGB3BP	ENSG00000142856.16	16.525	7.510	1.042	9.97e-67
SERBP1	ENSG00000142864.14	140.755	57.328	1.281	7.07e-76
PIGK	ENSG00000142892.14	14.850	6.110	1.157	8.53e-69
KIF2C	ENSG00000142945.12	12.730	0.840	2.900	3.47e-137
PTPRF	ENSG00000142949.16	67.775	32.439	1.040	1.84e-35
PSMA5	ENSG00000143106.12	64.960	27.460	1.213	1.87e-89
ITGA10	ENSG00000143127.12	0.400	3.220	-1.592	4.70e-78
TIPRL	ENSG00000143155.12	19.700	7.120	1.350	5.05e-100
NME7	ENSG00000143156.13	24.560	6.400	1.788	1.68e-64
POGK	ENSG00000143157.11	16.505	6.250	1.272	5.84e-84
GPA33	ENSG00000143167.11	5.413	0.080	2.570	1.02e-40
UCK2	ENSG00000143179.12	34.770	11.110	1.563	8.46e-111
TMCO1	ENSG00000143183.16	104.741	32.999	1.637	9.71e-85
POU2F1	ENSG00000143190.21	8.940	1.860	1.797	2.78e-120
RFWD2	ENSG00000143207.19	27.634	13.210	1.011	3.79e-79
FCGR2A	ENSG00000143226.13	29.635	5.680	2.197	2.36e-66
NUF2	ENSG00000143228.12	9.675	0.580	2.756	1.81e-133
PFDN2	ENSG00000143256.4	69.201	30.070	1.176	3.10e-63
ISG20L2	ENSG00000143319.16	34.379	10.240	1.654	1.82e-94
HDGF	ENSG00000143321.18	201.746	77.439	1.370	8.51e-84
XPR1	ENSG00000143324.13	14.200	1.940	2.370	1.99e-137
RGS16	ENSG00000143333.6	5.920	1.770	1.321	1.04e-16
SF3B4	ENSG00000143368.9	79.036	21.900	1.805	2.22e-125
RFX5	ENSG00000143390.17	24.610	11.030	1.090	1.15e-39
SELENBP1	ENSG00000143416.20	36.066	117.051	-1.671	1.73e-46
GOLPH3L	ENSG00000143457.10	24.620	10.730	1.127	4.34e-69
INTS7	ENSG00000143493.12	12.395	2.950	1.762	1.34e-149
SUSD4	ENSG00000143502.14	1.430	6.850	-1.692	1.31e-22
TPM3	ENSG00000143549.19	297.655	81.673	1.853	5.53e-119
SLC27A3	ENSG00000143554.13	14.280	36.211	-1.284	5.93e-35
UBAP2L	ENSG00000143569.18	84.855	39.971	1.067	1.37e-60
ILF2	ENSG00000143621.16	114.043	54.719	1.046	5.79e-71
SRP9	ENSG00000143742.12	171.592	67.069	1.342	1.04e-83
SDE2	ENSG00000143751.9	8.820	3.900	1.003	1.97e-61
FBXO28	ENSG00000143756.11	13.705	4.590	1.395	5.01e-92
PARP1	ENSG00000143799.12	57.565	21.869	1.357	1.70e-87
LBR	ENSG00000143815.14	34.935	14.210	1.240	1.26e-29
PLEKHA6	ENSG00000143850.12	30.150	12.890	1.165	1.67e-34
PTPN7	ENSG00000143851.15	5.100	1.490	1.293	1.01e-37
PDIA6	ENSG00000143870.12	142.004	68.152	1.048	3.27e-59
GALM	ENSG00000143891.16	20.810	5.560	1.733	1.12e-89
SNRPG	ENSG00000143977.13	124.296	43.119	1.506	7.18e-93
MALL	ENSG00000144063.3	31.519	3.330	2.909	3.39e-58
TMEM177	ENSG00000144120.12	10.230	4.390	1.059	8.27e-70
FAHD2B	ENSG00000144199.11	5.295	18.060	-1.598	2.09e-83
GPR17	ENSG00000144230.16	0.200	1.560	-1.093	3.22e-56
POLR2D	ENSG00000144231.10	17.065	5.810	1.407	6.68e-91
KIAA1715	ENSG00000144320.13	8.735	2.610	1.431	2.87e-91
ZNF385B	ENSG00000144331.18	0.520	7.240	-2.439	4.29e-85
HSPD1	ENSG00000144381.16	214.591	80.120	1.410	1.11e-51
METTL21A	ENSG00000144401.14	12.565	5.450	1.073	9.99e-84
RHBDD1	ENSG00000144468.16	10.860	4.730	1.050	3.02e-58
FANCD2	ENSG00000144554.10	7.510	2.160	1.429	3.08e-61
VGLL4	ENSG00000144560.13	39.090	16.910	1.162	3.54e-52
GRIP2	ENSG00000144596.11	0.250	3.890	-1.968	4.63e-85
OSBPL10	ENSG00000144645.13	14.590	2.910	1.995	4.46e-92
PTPRG	ENSG00000144724.18	9.135	3.190	1.274	3.73e-38
RABL3	ENSG00000144840.8	11.320	4.860	1.072	1.30e-53
NR1I2	ENSG00000144852.16	3.830	0.100	2.134	2.76e-40
SRPRB	ENSG00000144867.11	45.824	21.869	1.034	4.23e-53
NCEH1	ENSG00000144959.9	16.120	2.750	2.191	5.68e-108
LPP	ENSG00000145012.12	28.859	12.150	1.183	2.25e-12
NICN1	ENSG00000145029.11	4.850	10.710	-1.001	3.20e-54
ILDR1	ENSG00000145103.12	4.650	0.060	2.414	4.82e-137
MUC4	ENSG00000145113.21	4.130	0.750	1.552	9.04e-12
VWA5B2	ENSG00000145198.14	0.270	3.130	-1.701	4.55e-41
LYAR	ENSG00000145220.13	18.920	5.120	1.703	1.85e-106
OCIAD2	ENSG00000145247.11	87.951	34.789	1.314	4.61e-62
PLAC8	ENSG00000145287.10	58.018	24.390	1.217	2.73e-13
GC	ENSG00000145321.12	0.390	4.920	-2.091	8.62e-12
NAF1	ENSG00000145414.8	10.000	3.910	1.164	1.11e-59
SFRP2	ENSG00000145423.4	37.400	11.770	1.588	3.39e-10
SRD5A1	ENSG00000145545.11	9.785	2.620	1.575	3.86e-71
SKP2	ENSG00000145604.15	12.860	2.520	1.977	1.15e-111
OSMR	ENSG00000145623.12	19.410	7.340	1.291	5.03e-19
GZMA	ENSG00000145649.7	7.470	1.890	1.551	1.98e-37
LHFPL2	ENSG00000145685.13	14.870	5.960	1.189	1.33e-39
G3BP1	ENSG00000145907.14	53.695	14.930	1.780	3.23e-115
TBC1D7	ENSG00000145979.17	15.875	6.180	1.233	4.09e-95
GFRA3	ENSG00000146013.10	0.455	2.350	-1.203	1.04e-23
FAM193B	ENSG00000146067.15	16.265	53.271	-1.652	1.28e-60
PLA2G7	ENSG00000146070.16	6.900	0.260	2.648	3.20e-123
TNFRSF21	ENSG00000146072.6	57.035	20.281	1.447	3.58e-50
PPP1R18	ENSG00000146112.11	32.145	14.520	1.095	3.98e-18
PRIM2	ENSG00000146143.17	8.095	2.460	1.394	3.71e-125
RPL7L1	ENSG00000146223.14	39.685	18.010	1.098	1.32e-62
NFKBIE	ENSG00000146232.14	13.535	4.300	1.455	1.30e-90
PHIP	ENSG00000146247.13	10.860	4.400	1.135	1.71e-54
MMS22L	ENSG00000146263.11	4.775	0.950	1.566	5.89e-114
MTFR2	ENSG00000146410.11	5.520	0.560	2.063	3.74e-116
SLC2A12	ENSG00000146411.5	1.390	3.900	-1.036	1.51e-25
VIP	ENSG00000146469.12	0.235	1.670	-1.112	1.81e-22
GNA12	ENSG00000146535.13	24.840	11.240	1.078	4.39e-28
IGFBP3	ENSG00000146674.14	96.288	22.561	2.046	1.83e-66
MDH2	ENSG00000146701.11	224.060	85.372	1.382	4.39e-71
PSPH	ENSG00000146733.13	10.820	4.210	1.182	3.50e-57
TRIM50	ENSG00000146755.10	0.050	19.770	-4.306	2.84e-94
ZNF92	ENSG00000146757.13	5.425	1.630	1.289	5.39e-101
TMEM209	ENSG00000146842.16	11.010	3.040	1.572	6.49e-121
ZC3HAV1L	ENSG00000146858.7	4.040	0.890	1.415	1.22e-78
EPHA1	ENSG00000146904.8	14.150	6.100	1.093	2.11e-33
NCAPG2	ENSG00000146918.19	9.655	2.260	1.709	1.23e-89
RAB19	ENSG00000146955.10	2.775	0.330	1.505	2.75e-85
SH3KBP1	ENSG00000147010.17	26.385	5.770	2.016	2.04e-123
MSN	ENSG00000147065.16	85.330	38.759	1.119	2.59e-19
IL2RG	ENSG00000147168.12	73.963	5.930	3.435	3.59e-99
PRPS1	ENSG00000147224.10	18.584	8.220	1.087	7.82e-42
MFHAS1	ENSG00000147324.10	13.750	3.720	1.644	1.21e-89
ZNF185	ENSG00000147394.18	6.730	2.210	1.268	9.42e-23
GOLGA7	ENSG00000147533.16	40.990	17.240	1.203	1.06e-61
GINS4	ENSG00000147536.11	5.295	0.450	2.118	1.09e-123
LACTB2	ENSG00000147592.8	36.581	7.010	2.230	3.26e-111
MTDH	ENSG00000147649.9	86.927	13.230	2.627	1.76e-163
RSPO2	ENSG00000147655.10	0.320	1.650	-1.005	5.04e-35
POLR2K	ENSG00000147669.10	78.536	28.191	1.446	9.28e-99
MAL2	ENSG00000147676.13	135.232	32.079	2.042	7.45e-72
UTP23	ENSG00000147679.11	12.600	3.800	1.503	1.16e-110
SLC39A4	ENSG00000147804.9	112.621	22.650	2.264	2.25e-77
NAPRT	ENSG00000147813.15	101.166	49.009	1.031	2.09e-20
VLDLR	ENSG00000147852.15	1.975	5.140	-1.045	8.56e-28
NFIB	ENSG00000147862.14	20.850	8.170	1.253	5.23e-34
SIGMAR1	ENSG00000147955.16	90.804	30.920	1.524	9.45e-81
HIATL1	ENSG00000148110.15	25.609	12.130	1.019	2.67e-77
ZNF462	ENSG00000148143.12	3.835	0.850	1.386	5.17e-30
INIP	ENSG00000148153.13	10.960	4.430	1.139	5.65e-96
POLE3	ENSG00000148229.12	34.305	16.040	1.051	1.41e-74
SURF4	ENSG00000148248.13	129.382	56.398	1.184	7.85e-69
GBGT1	ENSG00000148288.11	3.130	11.420	-1.588	3.65e-60
LCN2	ENSG00000148346.11	691.914	27.980	4.580	5.42e-46
NOTCH1	ENSG00000148400.9	16.325	4.460	1.666	1.90e-39
USP6NL	ENSG00000148429.14	10.100	3.330	1.358	7.30e-86
PDSS1	ENSG00000148459.15	11.005	2.700	1.698	1.18e-101
RSU1	ENSG00000148484.17	43.191	20.740	1.023	1.94e-33
